component,bagofwords
org.wordpress.android.ui.notifications.utils.SimperiumUtils,public static Bucket Note Notes return Object Meta synchronized Simperium configure final Context context String token null Client Build Config SIMPERIUM NAME SECRET bucket Schema META BUCKET User Status Change Listener Override void status switch case AUTHORIZED start Buckets break stop Event Default post Notification Events Authorized default authorized catch Name Invalid Message boolean reset Deauthorize UNKNOWN Unread false meta Property LAST SEEN instanceof Integer last Seen Timestamp Query query where UNREAD INDEX Comparison Type EQUAL true TIMESTAMP GREATER THAN execute Count Missing Exception update Last order NOTE Sort DESCENDING limit Cursor cursor move First long latest save NOTIFS found 
org.wordpress.android.ui.notifications.adapters.NoteBlockAdapter,public Note Block Adapter Context context List note Blocks background Color super Layout Inflater from Background Override boolean Stable return true Count null size View position convert Group parent Type block inflate Resource false Holder configure void notify Data Changed 
org.wordpress.android.ui.notifications.adapters.NotesAdapter,public Notes Adapter Context context Bucket bucket super null Stable true Query Avatar Resources Dimension dimen notifications avatar Color Read color white Unread grey light Text Indent Size Pixel indent void close Cursor cursor query Defaults change execute String column Name Object value where Comparison Type EQUAL Hidden note notify Data Changed remove Moderating Count return Override View Holder Create Group parent view Layout Inflater from inflate layout list item false Bind final object Simperium Time time Timestamp Long Column Schema TIMESTAMP INDEX previous Position Previous Next header Visibility GONE else GROUP TODAY string stats timeframe today YESTERDAY yesterday OLDER DAYS days WEEK last week month VISIBLE size contains content Comment Status comment UNKNOWN Utils Bool UNAPPROVED local LOCAL STATUS Empty progress Subject Html SUBJECT trim Char Sequence Spanned Trimmed Length Noticon COMMENT NOTICON First Line Snippet SNIPPET Lines Detail Gravatar Image Network AVATAR boolean UNREAD noticon Character Icon Background drawable shape oval orange blue stroke Click Listener equals Recycler POSITION Notifications Fragment 
org.wordpress.android.ui.notifications.adapters.CursorRecyclerViewAdapter,public Cursor Recycler View Adapter Context context cursor Data Valid null Column Index Observer Notifying register return Override Item Count long position move Position Long abstract void Bind Holder view throw Illegal State Exception this should only called when valid couldn Change underlying there existing will closed change swap Swap returning Unlike link returned final unregister Throw true notify Changed else false 
org.wordpress.android.ui.stats.datasets.StatsDatabaseHelper,public static Stats Database Helper Context null synchronized Lock Writable return Lite Readable Override void Open super reset begin Transaction drop Tables create Successful finally Create Upgrade Version STATS Upgrading database from version Downgrade Downgrading 
org.wordpress.android.ui.stats.datasets.StatsTable,public static String Stats final Context blog Timeframe timeframe date Endpoints Enum section Update Results Requested page null STATS Cannot insert stats since passed context required access return SELECT FROM TABLE NAME WHERE type ORDER timestamp DESC LIMIT args Integer ordinal Cursor cursor Database Helper Readable Query move First long Long Column Index current System Millis delta CACHE MINUTES json else catch Illegal State Exception finally Utils close void Response response Timestamp Bytes length RESPONSE JSON allowed Current will stored cache Lite Writable begin Transaction Statement stmt compile INSERT INTO VALUES bind execute Successful Delete expired data from boolean delete false Deleted Number deleted Blog local Rest Path purge DELETE 
org.wordpress.android.ui.stats.models.InsightsAllTimeModel,public Insights Time Model String blog JSON Object response throws Exception this Blog Date date stats Posts posts Visitors visitors Views views Best best Total total return void 
org.wordpress.android.ui.stats.models.TagsModel,public Tags Model JSON Object response throws Exception this Views views Array inner tags List length current return 
org.wordpress.android.ui.stats.models.InsightsTodayModel,public Insights Today Model String blog JSON Object response throws Exception this Blog Date date Period period Views views Visitors visitors Likes likes Reblogs reblogs Comments comments Followers followers return void 
org.wordpress.android.ui.stats.models.AuthorsModel,public Authors Model String blog JSON Object response throws Exception this Blog Period period Date date Days days length Invalid document returned from REST Array authors Iterator keys next first Other Views other views null List current catch STATS Unexpected object position Response void 
org.wordpress.android.ui.stats.models.PostViewsModel,public String Date return Original Response Visit Model Views Highest Month Average Week List Year Years Averages Weeks Post response throws JSON Exception this Object parse null private void years ordered Keys keys length current Label total Total months Iterator Array while Next next Visits Collections sort Comparator compare Integer Months catch STATS Cannot section averages overall java util 
org.wordpress.android.ui.stats.models.ClickGroupModel,public Click Group Model String blog date JSON Object click throws Exception Blog Date Stats Utils name Name Views views Icon icon Text Empty else Array children Clicks List length current Result totals Single Item null return long 
org.wordpress.android.ui.stats.models.ReferrerResultModel,public Referrer Result Model String blog date JSON Object result throws Exception Blog Date Stats Utils Name name Views views Icon icon Text Empty children Array Children List length current Collections sort java util Comparator Single Item compare return Totals long 
org.wordpress.android.ui.stats.models.InsightsLatestPostModel,public Insights Latest Post Model String blog JSON Object response throws Exception this Blog Posts Found found return Array posts length Invalid document returned from REST first Title title Date date Like Count like count discussion null Comment comment boolean Available Views void 
org.wordpress.android.ui.stats.models.PostModel,public Post Model String blog date item title totals post Type super null this long Stats Constants ITEM TYPE POST Utils Current Date return 
org.wordpress.android.ui.stats.models.VideoPlaysModel,public Video Plays Model String blog JSON Object response throws Exception this Blog Period period Date date Days days length Invalid document returned from REST Iterator keys next first Other other plays Total total Array null List current Videoplays post value title views Single Item Post void 
org.wordpress.android.ui.stats.models.FollowersModel,public Followers Model String blog JSON Object response throws Exception this Blog Page page Pages pages Total total Email email wpcom Array subscribers null Subscribers List length current Author catch STATS Unexpected object position Response return void 
org.wordpress.android.ui.stats.models.InsightsLatestPostDetailsModel,public Insights Latest Post Details Model String blog JSON Object response throws Exception this Blog Views views return Count 
org.wordpress.android.ui.stats.models.SearchTermModel,public Search Term Model String blog date title totals boolean Encripted Terms super null this return 
org.wordpress.android.ui.stats.models.TopPostsAndPagesModel,public Posts Pages Model String blog JSON Object response throws Exception this Blog Period period Date date Array post Views null Days days length Invalid document returned from REST Iterator keys Next next postviews List list item Title title Total href Type type current catch STATS Unexpected object posts pages array position Response void boolean size 
org.wordpress.android.ui.stats.models.SingleItemModel,public Single Item Model String blog date item title totals icon this Stats Utils Blog return Title Totals Icon long Date 
org.wordpress.android.ui.stats.models.CommentsModel,public Comments Model String blog JSON Object response throws Exception this Blog Date date Monthly monthly comments Total total Most Active most active Time time Array posts null Posts List length current item value name totals link Stats Constants ITEM TYPE POST authors Authors gravatar follow Data data return void Single Item Commented 
org.wordpress.android.ui.stats.models.VisitModel,public String Blog return void blog this Views views Likes likes Visitors visitors Comments comments Period period 
org.wordpress.android.ui.stats.models.TagsContainerModel,public Tags Container Model String blog JSON Object response throws Exception this Blog Date date Array outer tags null List length current return void 
org.wordpress.android.ui.stats.models.TagModel,public Model JSON Object throws Exception this Name String name Type type Link link return 
org.wordpress.android.ui.stats.models.BaseStatsModel,
org.wordpress.android.ui.stats.models.ReferrersModel,public Referrers Model String blog JSON Object response throws Exception this Blog Period period Date date Days days length Invalid document returned from REST Array Groups Iterator keys next first Other Views other views Total total groups null List current catch STATS Unexpected object position Response void 
org.wordpress.android.ui.stats.models.SearchTermsModel,public Search Terms Model String blog JSON Object response throws Exception this Blog Period period Date date Array search null Days days length Invalid document returned from REST Iterator keys Next next terms Encrypted encrypted Other other Total total List list post views current false catch STATS Unexpected object searchterms array position Response void boolean size 
org.wordpress.android.ui.stats.models.AuthorModel,public Author Model String Blog date Group Name Avatar Views JSON Object follow Data throws Exception this Date Stats Utils null Follow blog author name views avatar data Array posts Posts List length current value title return long 
org.wordpress.android.ui.stats.models.FollowDataModel,public Follow Data Model JSON Object follow throws Exception this type String params Text text following Hover hover Following Boolean blog site stats Source source Domain domain boolean return void Blog Site Type Stats 
org.wordpress.android.ui.stats.models.VisitsModel,public Visits Model String blog JSON Object response throws Exception this Blog Date date Unit unit Fields Array fields data catch STATS Class Name cannot convert array null length List else Hash Integer columns Mapping final Cannot read parameter from Response views Column Index visitors likes comments period Points current Data Period Views Visitors Comments Likes item index return 
org.wordpress.android.ui.stats.models.InsightsPopularModel,public Insights Popular Model String blog JSON Object response this Blog Highest Week highest week Hour hour Percent Double percent return 
org.wordpress.android.ui.stats.models.PublicizeModel,public Publicize Model String blog JSON Object response throws Exception this Blog Array services length Services List current Name followers Single Item null return void 
org.wordpress.android.ui.stats.models.ClicksModel,public Clicks Model String blog JSON Object response throws Exception this Blog Period period Date date Days days length Invalid document returned from REST Array Groups Iterator keys next first Other other clicks Total total null List current catch STATS Unexpected object position Response void 
org.wordpress.android.ui.stats.models.FollowerModel,public Follower Model String Blog JSON Object follower Data throws Exception this Label label Avatar Utils avatar Date Subscribed date subscribed data null return void blog 
org.wordpress.android.ui.stats.models.GeoviewModel,public Geoview Model String country Short Name Full views flag Icon flat Flag this Country Views Flat return void 
org.wordpress.android.ui.stats.models.CommentFollowersModel,public Comment Followers Model String blog JSON Object response throws Exception this Blog Page page Pages pages Total total Array posts null Posts List length current value title followers Single Item return void 
org.wordpress.android.ui.stats.models.ReferrerGroupModel,public Referrer Group Model String blog date JSON Object group throws Exception Blog Date Stats Utils Name name Total total Icon icon Text Empty Array results null Results List length current Collections sort java util Comparator compare return Views long 
org.wordpress.android.ui.stats.models.GeoviewsModel,public Geoviews Model String blog JSON Object response throws Exception this Blog Date date Days days length Invalid document returned from REST Iterator keys first next other Views total country Info info Array null countries List current Country Code code flag Icon flat Flag Full Name Details icon full Collections sort java util Comparator compare void Countries Other Total 
org.wordpress.android.ui.stats.exceptions.StatsError,public Stats Error String error Message super 
org.wordpress.android.ui.stats.adapters.PostsAndPagesAdapter,public Posts Pages Adapter Context context List Model list super layout stats cell this inflater Layout Inflater from Override View position convert Group parent null false Stats Holder view final current Data holder Entry Text Open Details More Button Reader totals Format Utils format Decimal Totals network Image Visibility GONE return 
org.wordpress.android.ui.stats.service.StatsService,public String Rest Endpoint Path switch this case VISITS return visits POSTS posts REFERRERS referrers CLICKS clicks VIEWS country views AUTHORS authors VIDEO PLAYS video plays COMMENTS comments FOLLOWERS WPCOM followers type wpcom EMAIL email TAGS CATEGORIES tags PUBLICIZE publicize SEARCH TERMS search terms INSIGHTS POPULAR insights TIME TODAY summary LATEST SUMMARY default STATS Called update Stats unknown section name Events Section Updated Abstract final blog Timeframe timeframe Results Requested page Base Model data Visitors Views Visits Posts Pages Referrers Clicks Authors Countries Geoviews Video Plays Search Terms Comments Followers Tags Container Publicize Udated Email Insights Popular Latest Summary Details find that match current endpoint null Override void Create super service created Destroy stop Refresh destroyed Binder Intent intent Start Command flags start Service killed restarted with START STICKY Extra BLOG Text Utils Empty blank period PERIOD Serializable else requested Date DATE NULL Using parsed Blog Integer local Table Word Press Local Remote Current RESULTS DEFAULT NUMBER PAGE REQUESTED From Array SECTION length Endpoints Enum Sections values single Thread Network Handler submit Tasks 
org.wordpress.android.ui.media.MediaSourceWPVideos,public Media Source Videos Override void gather Context context Blog blog Word Press Current null Cursor video Utils String value Local Table From close else Listener Loaded false cleanup Items clear Change listener Count return size position View convert Group parent Layout Inflater inflater Image Loader Cache cache layout media item image Preview find background Bitmap Scale Type CENTER CROP Drawable placeholder Background Download execute wordpress mediapicker fade INSIDE Resource drawable thumbnail boolean Selected selected create Parcel Array describe Contents write dest flags 
org.wordpress.android.ui.media.MediaGalleryEditFragment,Override public View Create Layout Inflater inflater Group container Bundle saved Instance State super Array List String null SAVED MEDIA Grid Adapter Media Gallery Activity layout media gallery item true Image Loader view edit fragment false Drag Sort grid find gridview Context Menu Listener this Drop Remove refresh return void Save reverse Collections menu Info info Cursor cursor Position position Column Index NONE index string delete boolean Item Selected remove drop from 
org.wordpress.android.ui.media.MediaImageLoader,
org.wordpress.android.ui.media.MediaGridFragment,public static Filter filter values length return else Override View Create Layout Inflater inflater Group container Bundle saved Instance State super Filters Text String Grid Adapter Media Activity null Image Loader Callback this view layout media grid fragment find gridview Item Click Listener Recycler Multi Choice Mode CHOICE MODE MULTIPLE MODAL Empty Linear empty Title title Result result text Spinner Custom spinner Selected Even Unchanged Container void Launched true perform Swipe Refresh Helper Started Added Network Utils check Connection update Message Type NETWORK ERROR Refreshing false refresh From Server restore setup Save Attach activity catch Class Cast Exception throw must implement Resume Data Count Available Retrieved offset final boolean auto Word Press Current Blog CUSTOM DATE Search Term Sync Offset LOADING Download Object Args Array callback Success count adapter Fragment Visible Thread Runnable CONTENT Selection Downloaded Failure Error error Throwable throwable UPLOAD FILES Toast show string Duration LONG Visibility VISIBLE permission PERMISSION GENERIC Library Task execute search blog Local Table Cursor cursor Files parent position long Column Index visibility Items GONE swap hide clear Date Picker custom range dialog Alert Dialog Builder builder start Positive Button Interface which Year Month dismiss create fetch More Moved Scrap Heap image item starts With http Response Volley response Immediate cancel Request Checkable Frame frame Checked Change visible Enabled Retry Upload remove size refreshing enabled 
org.wordpress.android.ui.media.MediaGalleryPickerActivity,Override public void Resume super refresh Views Save Instance State Bundle String Array List STATE SELECTED ITEMS Grid Adapter Selected Items FILTERED Filtered Boolean boolean Options Menu item android home Result RESULT CANCELED Intent finish return Click parent view position long true intent Extra else toggle Action Mode Title format string selected size Checked Changed mode checked Create menu Prepare false Clicked Destroy fetch More Data offset Retrieved Media From Server Retry Upload media Multi private Finish Toast Utils show this empty list Duration LONG Handler post Delayed Runnable Refreshing Sync Offset Object Args Word Press Current Blog Helper Library Task Callback callback Success count adapter blog value Local Table Count Finishing Thread Cursor cursor Images swap Failure Error Type error Message Throwable throwable ERROR message UPLOAD FILES permission make Text Gallery Picker Activity LENGTH SHORT Fragment execute 
org.wordpress.android.ui.media.MediaItemFragment,public static Media Item Fragment Instance String media fragment Bundle args ARGS MEDIA Arguments return Override void Create saved State super Options Menu true Attach Activity activity Callback catch Class Cast Exception throw must implement Resume this load Pause null else View Layout Inflater inflater Group container view layout listitem details false Caption Text find caption Description description Date date File Name file name Type type Image Network image Loads first current blog from database Default Blog Word Press Current value Local Table Cursor cursor First refresh Views finally Utils close private Added move state Column Index COLUMN NAME UPLOAD STATE invalidate CAPTION Empty Visibility GONE VISIBLE DESCRIPTION Long DATE CREATED Label label string added uploaded FILE PATH boolean Valid float Width WIDTH Height HEIGHT screen Display Pixel Full ratio Math Frame frame Params Linear MATCH PARENT hpadding Resources Dimension Size dimen content margin vpadding extra large Padding Path thumbnail Photon Capable remove Query PHOTO placeholder Placeholder show dimens replace Upper Case Click Listener Private Reader Launcher Viewer Context synchronized width height Bitmap bitmap Cache Worker Task task Ready path execute menu Prepare Visible search edit Version With Editing Capabilities copy Selected delete Delete Toast make wait until completes LENGTH LONG Builder builder Alert Dialog Message confirm Cancelable Positive Button Interface dialog which Array instanceof Browser Negative cancel create Clipboard 
org.wordpress.android.ui.media.MediaGallerySettingsFragment,public String return static Gallery Type From equals rectangular TILED else square SQUARES circle CIRCLES slideshow SLIDESHOW DEFAULT 
org.wordpress.android.ui.media.MediaGridAdapter,public Media Grid Adapter Context context Cursor flags Image Loader image super Selected Items Array List String Local Width Resources Dimension Pixel Size dimen media grid local width Inflater Layout from File Path Callback Hash Bitmap Ready Handler return Suppress Lint Default Locale Override void bind View final view cursor item Type Position Types PROGRESS ordinal Refreshing height progress Params MATCH PARENT Visibility VISIBLE else GONE SPACER Checkable Frame frame find layout update INVISIBLE Holder holder instanceof Column Index Word Press COLUMN NAME MEDIA state UPLOAD STATE boolean Utils file Name FILE filename null Text title TITLE equals upload Date Long DATE CREATED thumb Network Thumbnail mime MIME TYPE Extension Mime Upper Case Display Large Empty format string type dimension Valid WIDTH HEIGHT dimensions Checked contains length uploading Upload uploaded failed retry Click Listener Multi queued Retry State position Data Count Retrieved fetch More private synchronized PATH bitmap Cache should Fetch false list true Worker Task task path post Runnable callbacks clear remove execute Group root inflate Stub stub LOCAL network values Integer VALUE NETWORK swap Matrix matrix column remainder space Object Merge merge refreshing notify Changed Selection selected toggle 
org.wordpress.android.ui.media.MediaAddFragment,Override public View Create Layout Inflater inflater Group container Bundle saved Instance State null String BUNDLE MEDIA CAPTURE PATH Media Capture Path return layout actionbar media cell false void Save super equals Start Activity register Receiver Intent Filter Connectivity Manager CONNECTIVITY ACTION Stop unregister Resume resume Upload Service Context context intent Action Result request Code result data Request Codes TAKE PHOTO VIDEO path switch case PICTURE LIBRARY image Data fetch break RESULT queue File Real From Utils Last Recorded Video Ready launch Camera Word Press this Library Picture Queue blog value Current Blog Local Table update QUEUED start upload List 
org.wordpress.android.ui.media.WordPressMediaUtils,private static void show Card Required Dialog Context context Alert Builder dialog Title Resources Text string sdcard title Message message Positive Button String Interface Click Listener public which dismiss Cancelable true create launch Video Library Activity activity Lock Manager Instance Extended Timeout start Result prepare Intent Request Codes VIDEO LIBRARY Fragment fragment Added return intent ACTION PICK Type video Action CONTENT Chooser pick Camera TAKE Picture PICTURE Launch Callback callback preparelaunch null PHOTO Placeholder Media Utils Valid Image drawable media image placeholder else Document document Powerpoint powerpoint Spreadsheet spreadsheet wordpress android editor movieclip Audio audio This workaround that deletes from server when editing properties within https github mobile Word Press Android issues boolean Version With Editing Capabilities current Blog false Dotcom Flag compare catch Illegal Argument Exception POSTS Delete blog Cursor cursor File move First close state Column Index upload State equals uploading Images Videos Files Given file returns thumbnail network Will photon available using specified width param request applicable Network Thumbnail COLUMN NAME THUMBNAIL Current Photon Capable FILE Loads given into link View default Loader parse filepath Last Path Segment Error Default Returns poster remote Poster From filetype Location last substring original 
org.wordpress.android.ui.media.MediaSourceWPImages,public Media Source Images Override void gather Context context Items clear Blog blog Word Press Current null Cursor image Utils String value Local Table From close else Listener Loaded false cleanup Change listener Count return Verified size position View convert Group parent Layout Inflater inflater Loader Cache cache layout media item Preview find background Bitmap Drawable placeholder Background Download execute Executor Async Task SERIAL EXECUTOR Resource color grey darken boolean Selected selected private remove Deleted Entries final existing Array failed Limited Operation Void Check response Code protected perform params Http Connection connection open Request Method Response catch Exception Error reading from nexception Post Execute result Added this true start Execution Object instanceof throw Illegal Argument Params must type THREAD POOL With create Parcel describe Contents write dest flags 
org.wordpress.android.ui.media.MediaGalleryAdapter,public Media Gallery Adapter Context context layout Cursor boolean auto Requery Image Loader image super Override void bind View view cursor final Grid Holder holder instanceof else String state Column Index Word Press COLUMN NAME UPLOAD STATE Local File Utils file Name FILE filename null Text format string media title TITLE equals upload Date date Long DATE CREATED uploaded Network Path Null PATH Empty Extension replace Upper Case Type type dimension Valid width WIDTH height HEIGHT dimensions Visibility VISIBLE GONE 
org.wordpress.android.ui.media.MediaBrowserActivity,Override public void Receive Context context Intent intent Connectivity Manager CONNECTIVITY ACTION equals Action blog Word Press Current Local Table Blog Media Delete Queue Items start Service Create Bundle saved Instance State super null Toast Utils show this string found Duration SHORT finish return Content View layout media browser activity Toolbar toolbar find Support Display Show Title Enabled true Home Fragment Back Stack Changed Listener Transaction begin Grid hide Edit Layout commit Allowing Loss setup Menu Popup String SEND MULTIPLE upload Shared Files Activity Launcher slide Right Start register Receiver Filter Event Default Stop unregister manager Visible refresh Spinner Adapter Keyboard Browser Setup popup that allows from camera video local files private capture Photo Resources photo Video pick From Gallery select final Array adapter actionbar cell Inflater inflate false list listview Click parent position long notify Data boolean self Hosted Dotcom Flag Feature Videopress launch Camera else Upgrade Dialog Picture Library dismiss width Dimension Pixel Size dimen spinner Window Group Params WRAP CONTENT Background Drawable Color feature wordpress hosted Helper Features task Callback Result Object Args execute Selected Search clear Focus Compat collapse Entry Count container Options menu search Query Text Request Permissions request Code Null permissions grant Results switch case MEDIA PERMISSION REQUEST CODE Package DENIED required break default item android home Pressed check Storage Expand expand Empty Submit edit Downloaded Refreshing query Resume fragment invalidate Pause Visibility GONE Collapse VISIBLE Saved result Suppress Warnings unused Main Thread Events event update Upload Succeeded Failed Error Message LONG Exists remove Multi Retry delete value sanitized Hash size current make wait until completes LENGTH cannot multi items Marked 
org.wordpress.android.ui.media.MediaPickerActivity,Override public void Create Bundle saved Instance State super lock Rotation Media Sources Title initialize Content View boolean Options Menu menu Inflater inflater media picker return true Save String CAPTURE PATH Capture Path Restore Null contains Item Selected item android home finish else capture image Word Press Utils launch Camera this Launch Callback Ready video Video Back Pressed Action Mode null With Results ACTIVITY RESULT CODE MEDIA SELECTED Started mode Pager Paging Enabled false animate Gone Finished Appear Selection selected Confirmed Array List Cancelled content selection gallery GALLERY CREATED Image Loader Cache Bitmap Helper method animates when ends private Translate Animation Layout Height pager Duration ANIMATION DURATION Listener animation Linear Params params Width Repeat Visibility VISIBLE start begins GONE clear 
org.wordpress.android.ui.media.MediaEditFragment,public static Media Edit Fragment Instance String media fragment Bundle args ARGS MEDIA Arguments return Override void Create saved State super Options Menu true Image Loader Retain Attach Activity activity Callback catch Class Cast Exception throw must implement class Simple Name Detach null Resume this Pause else View Layout Inflater inflater Group container Scroll layout edit false Linear find linear Title Text title Caption caption Description description Local image local Network network Save Button button Click Listener disable Editing Version load Blog blog Word Press Current value Table Cursor cursor File refresh Views close Utils hide Keyboard final current Helper Item Task task Generic Success update Toast make string success LENGTH LONG show Updating Saved Failure Error Type error Message Throwable throwable failure invalidate Object Args Array execute menu Prepare Visible search With Capabilities boolean Selected item Action progressbar private synchronized file Path width height Valid Bitmap bitmap Cache Worker Ready path 
org.wordpress.android.ui.media.MediaGalleryActivity,Override public void Create Bundle saved Instance State super Word Press null Toast make Text this string fatal error LENGTH LONG show finish return Title media gallery edit Content View layout activity Action action Support Display Show Enabled true Fragment Manager Media Gallery Intent Serializable Extra PARAMS MEDIA GALLERY Edit find Settings Random Columns Type Sliding Panel Layout root Drag Height Utils Slide Listener panel float slide Offset Expanded Collapsed false LAUNCH PICKER handle boolean Options Menu menu Inflater inflate Item Selected item else Save Back Pressed collapse Reverse Clicked reverse 
org.wordpress.android.ui.media.services.MediaEvents,
org.wordpress.android.ui.media.services.MediaDeleteService,Override public Binder Intent intent return null void Create super Context this Application Delete Progress false Start start Handler post Fetch Queue Task Cursor cursor Item Count Media Service stop Self else Delayed DELETE WAIT TIME delete File finally close private move First true String blog Column Index media Helper task Generic Callback Success Word Press Current Blog Failure Error Type error Message Throwable throwable update Upload State DELETED List Object Args Array execute 
org.wordpress.android.ui.media.services.MediaUploadService,Override public Binder Intent intent return null void Create super Instance this Context Application Upload Progress false cancel Uploads Start start Handler post Fetch Queue Task static Media Service process Returns whether service media uploads progress queued boolean true else Cursor Count Cancel with given currently uploading param item delete from mark failed retried later String equals Current Word Press Blog blog value Local Table File update State FAILED cursor stop Self Delayed UPLOAD WAIT TIME finally close private move First Column Index COLUMN NAME BLOG MEDIA file Name FILE Path PATH mime Type MIME TYPE Mime Helper Callback Success remote secondary Remote Event Default Events Succeeded fetch Failure Error error Message Throwable throwable Failed event string NETWORK XMLRPC Crashlytics Utils Exception SPECIFIC Update float UPLOADING List Object Args Array execute Item task Integer UPLOADED Changed 
org.wordpress.android.datasets.ReaderBlogTable,public static Reader Blog Info long blog return null String args Long Cursor cursor Database Readable Query SELECT FROM info WHERE move First From finally Utils close Feed feed Text Empty normalize void Update INSERT REPLACE INTO image name description private jetpack following followers updated VALUES Lite Statement stmt Writable compile bind Image Name Description bool Private Jetpack Following Subscribers Date Time java execute List Followed Blogs ORDER COLLATE NOCASE blogs while Next followed begin Transaction UPDATE Successful Urls DISTINCT urls boolean LIMIT false Recommend Recommended recommended title Column Index score Title Reason reason delete Rows Table size catch Exception READER minutes Since Last NEVER UPDATED true Constants AUTO DELAY MINUTES 
org.wordpress.android.datasets.ReaderDatabase,public static Reader Database null synchronized Lock Word Press Context Writable return Lite Readable Override void Open super reset context NAME VERSION Create create Tables Upgrade Version READER Upgrading database from version Downgrade Downgrading purge Async Thread start 
org.wordpress.android.datasets.ReaderThumbnailTable,public static void Thumbnail long post String full thumbnail Text Utils Empty return Lite Statement stmt Reader Database Writable compile INSERT REPLACE INTO thumbnails VALUES bind Long execute finally close null string Query Readable SELECT FROM WHERE 
org.wordpress.android.datasets.ReaderPostTable,public static Posts Blog long blog return Utils Query Reader Database Readable SELECT count FROM posts WHERE String Long Feed feed With null args Name Integer Type tags name type void Update List boolean exclude Text Column columns COLUMN NAMES TEXT LIMIT Cursor move First From finally close Title string title Exists Actions Result compare size UNCHANGED Changes false existing true else Same Overlap Comments replies Likes likes Liked Current User liked Content Values values Writable update Followed followed delete Deleted DISTINCT Oldest Date published ORDER remove Marker UPDATE marker exec cursor Older Than timestamp Timestamp where pseudo READER removed older than Status Lite Statement stmt compile INSERT REPLACE INTO VALUES Tags begin Transaction bind Item Pseudo Author author Excerpt Short Featured Image Video Avatar Published Replies Open External Private Press Jetpack Primary Secondary Attachments Json Discover word Count xpost execute Successful DEFAULT Sites DESC while Next 
org.wordpress.android.datasets.SiteSettingsTable,public static void create Table Lite Database null exec Site Settings Model CREATE SETTINGS TABLE CATEGORIES Integer Category Categories String Command Select Cursor cursor Word Press Query move First Count return models Hash deserialize From Next long Where COLUMN NAME Long save category Content Values values Local insert With Conflict CONFLICT REPLACE categories settings 
org.wordpress.android.datasets.ReaderCommentTable,public static boolean Empty return Comments Last Page Number Post long blog post String args Long Utils Query Reader Database Readable SELECT page number FROM comments WHERE void purge Writable delete null List Cursor ORDER timestamp move First From while Next finally close Update size Lite begin Transaction Statement stmt compile INSERT REPLACE INTO COLUMN NAMES VALUES bind parent Author Name Avatar author Blog Published Status Text Likes Liked Current User execute Successful LIMIT false Builder COUNT true else append Existing likes Content Values values liked update Exists 
org.wordpress.android.datasets.SuggestionTable,public static void create Tables Lite Database exec CREATE TABLE EXISTS SUGGESTIONS site INTEGER DEFAULT user login TEXT display name image taxonomy PRIMARY TAXONOMY reset resetting suggestion tables drop insert Suggestions Site final List suggestions delete null return Content Values values User Login Display Name Image Taxonomy Writable With Conflict CONFLICT REPLACE Array String args Integer Cursor Readable Query SELECT FROM WHERE ORDER move First comment From while Next finally Utils close Tags tags 
org.wordpress.android.datasets.ReaderTagTable,public static boolean Empty return Utils Count Reader Database Readable tags void replace Tags List null size Lite Writable begin Transaction exec DELETE FROM Update Successful catch Exception READER finally Exists false String args Name Integer Type Query SELECT WHERE name type Followed FOLLOWED Default DEFAULT Text Cursor LIMIT move First From close Endpoint string endpoint delete Last Updated updated Date Time java UPDATE Statement stmt compile bind Long execute should Auto minutes Since NEVER UPDATED true Constants AUTO DELAY MINUTES recommended stored separate from default subscribed have same column names Recommended exclude Subscribed ORDER else while Next INSERT INTO VALUES 
org.wordpress.android.datasets.ReaderLikeTable,public static Reader User List Likes Post post user null return String args Long blog Cursor Database Readable Query SELECT FROM likes WHERE move First while Next finally Utils close count void Current boolean Liked long current Account Helper Default Content Values values Writable insert else delete Lite begin Transaction Statement stmt compile INSERT INTO VALUES bind execute Successful comment Comment 
org.wordpress.android.datasets.CommentTable,public static void create Tables Lite Database exec CREATE TABLE EXISTS COMMENTS blog INTEGER DEFAULT post comment TEXT published status author name email title profile image PRIMARY reset resetting table drop purge Deleted String SELECT DISTINCT FROM Word Press BLOGS WHERE Hidden delete null Existing Utils Count Purge ORDER LIMIT Integer return single will update existing with same param local Blog unique account from object store Comment final Content Values values Author Name Text Status Email Post Title Published Profile Image Writable insert With Conflict CONFLICT REPLACE retrieve actual found otherwise long args Long Cursor Readable Query move First From finally close comments this list List Comments DESC while Next that have specific filter Filter UNKNOWN equals APPROVED UNAPPROVED REST else number deleted match query saves passed overwriting ones necessary true saved false failure boolean size INSERT INTO VALUES Statement stmt compile begin Transaction bind execute Successful catch Exception updates returned change updated Null returns unmoderated Unmoderated COUNT hold Maximum LENGTH 
org.wordpress.android.datasets.ReaderUserTable,public static void Update User Reader user null return List users Users size Lite Database Writable begin Transaction Statement stmt compile INSERT REPLACE INTO COLUMN NAMES VALUES bind Long blog String Name Display Profile Avatar execute Successful finally Utils close Array Urls avatar avatars Builder SELECT FROM WHERE long current Account Helper Default boolean contains Current append Added break Cursor Readable Query move First Gravatar else while Next Like Post post args from likes ORDER display name LIMIT Integer From Comment comment 
