"sentence","category","transformed_sentence"
"3.","OTHER",""
"Lacks an internal Image Viewer.","FEATURE REQUEST",""
"UI Improvements: 1.","OTHER",""
"Icons in List view should be a bit larger (currently too small; especially for tablets.","OTHER","bit view tablet icon list"
"2.","OTHER",""
"The ""Add"" FAB could bring up secondary FAB's for ""Add File"" and ""Add"" Folder; rather than a popup window.","OTHER","add window dab bring pop fan file"
"Keep up the great work!","OTHER",""
"Still no copy progress yuk!","OTHER",""
"Video over smb has bad performance I like it overall, but one of my main use cases does not work well.","PROBLEM DISCOVERY",""
"At home I play video from my smb share and the performance is terrible.","OTHER","video share perform home sob play"
"I use MX player and use the file manager to access the share; in other file manager this works fine but in Amaze it takes a long time to load, has interrupted playback, and often freezes.","PROBLEM DISCOVERY","share player time interrupt amaz freez acc playback manag file load"
"Hard to use I hate the new tablet multipane as I have a small tablet.","OTHER","multu hate tablet pane"
"Can you make it an option?","FEATURE REQUEST",""
"I also cannot figure out how to add bookmarks.","PROBLEM DISCOVERY",""
"Also could you add Dropbox support?","FEATURE REQUEST","support add drop box"
"Used to love this app EDIT: the ui is fixed!","OTHER","love edit app fix"
"Was perfect but recently 'compress' is causing Amaze to crash (Select files, select 'compress', blank 'zip' created, ""Amaze has stopped working.""","OTHER","creat crash select blank amaz compr file caus zip stop"
"// Also fails to copy files to SD rendering its name a bit of a misnomer.","PROBLEM DISCOVERY","misnom bit copi fail render file name"
"Please fix copy/move notifications in API 24.","PROBLEM DISCOVERY","move copi pleas notif"
"Feature request: add exported file provider like in es explorer.","OTHER","request add featur provid explor export"
"So users can choose path to save/load data through this great app.","OTHER","app datum user save choos path load"
"Better than rest but bugged.","OTHER",""
"Minor bug, causes duplication of items in the gallery and apks, but deleting one causes deletion of both items.","OTHER","duplic delet bug item caus galleri ape"
"App worth 5 stars if bug is fixed
Good file manager But the ""cut"" tool doesn't work on my phone (Moto E)
have to force grid view.","PROBLEM DISCOVERY","fix moot tool star forc manag bug file phone view"
"no option for setting it as default view.","OTHER","default set option view"
"Constantly crashes I love that this is open source,  but the fact that it crashes all the time is a real problem.","PROBLEM DISCOVERY","sourc love time crash"
"I'll try on another device soon.","INFORMATION GIVING",""
"Didn't you seen searching method?!!","OTHER",""
"Its all good but not totally materialised yet!!","OTHER",""
"And searching is worst and must to improve.And better you checkout CM file manager and add its functionalities to this.And I can bet that your app will ROCK!!","FEATURE REQUEST","checkout add app bet rock function manag file improv search"
"Thanks for reading ;)
Having problems!","OTHER",""
"EDIT: Any way around having to disable root to view the sdcard?","OTHER","root edit card view"
"Copy/cut/paste feature broken.","OTHER","featur copi cut broken past"
"Can't paste!","PROBLEM DISCOVERY",""
"Its really great except.","OTHER",""
"I am not able to delete files/folders.","PROBLEM DISCOVERY",""
"The app is crashing when I try to do so.","PROBLEM DISCOVERY",""
"Even after the latest update
Well.","OTHER",""
"It's was great until I realized that when I copy folders it doesn't copy anything inside the folders.","OTHER",""
"Basically, if I want to copy something from one folder to another, I have to copy every file/folder individually.","OTHER",""
"Lack of OTG support That's a dealbreaker right there.","FEATURE REQUEST","breaker lack support deal"
"Moved back to ES File Explorer cos of that.","OTHER",""
"Files of unknown mime-type cannot be opened Instead, at least on my Nexus 5 BubbleUPnP opens and starts playing music, and I get a toast message saying ""cannot play, cannot get file mime-type"".","PROBLEM DISCOVERY","type mime music start bubbler file messag say play"
"Same goes for opening /data/media/clockworkmod after enabling Root Explorer.","OTHER","datum root medium enabl explor mod clockwork"
"The toast message says cannot play: file does not exist: /data/media/clockworkmod
Force Close Closes While Trying to Type with Text Editor
Good desing but not have optuons Root Mode
Up against es Early days.","PROBLEM DISCOVERY","exist type mode design datum close root medium editor tri day forc option file messag toast clockwork play"
"Supporting all I can.","OTHER",""
"Looks sexy.","OTHER",""
"Works so far good
Nice just gets crash at heavy process
Looks nice but not fast enough As mentioned, it looks very nice with material design but does not react fast enough
Please make swipe dual tab look like root browser
I really like the features on the app but whenever I try to delete multiple items at once it crashes on me!","PROBLEM DISCOVERY","browser design app crash featur root delet proce mention tri tab look pleas item react"
"Please fix this soon.","PROBLEM DISCOVERY",""
"(Moto g4 plus)
can't browse otg can't browse otg
So-so Bookmarks can't be edited now?","PROBLEM DISCOVERY","tog brows moot edit"
"Color of switches in settings should follow accent.","OTHER","switch follow color set accent"
"Icon color should follow theme, not independent.","OTHER","follow color icon theme"
"Loose the lense in the app icon, it's ugly.","OTHER",""
"Make the app icon more material like a material star on material folder, since this app is all about material-ish.","INFORMATION GIVING","materi app star icon folder"
"Folders/files icons should have a square or round option.","FEATURE REQUEST","squar icon folder round option file"
"G+ should be scrapped, it has no place in any apps nor anyone hearts except G's own.","FEATURE REQUEST",""
"FAB should be consistent, regardless of app toolbar.","OTHER","regardl dab tool bar"
"FAB on top, really?","OTHER",""
"Seemed legit I gave it a three because it didn't really give me a chance to do much before it started to continually freeze.","PROBLEM DISCOVERY",""
"Occasionally a web browser will freeze because im an impatient button masher.","PROBLEM DISCOVERY","browser button web freez masher"
"I need something now instead of ES so I'll try it again later
needs more.","FEATURE REQUEST",""
"great start but needs more.","FEATURE REQUEST",""
"ftp / smb / cloud access.","OTHER",""
"zip viewer and extractor.","OTHER",""
"without these its just a pretty app that can't  compete with ES File Manager.","PROBLEM DISCOVERY","manag app compet file"
"crashing when backing up apps and when sharing app with google drive
Simple :::::;;;;,-:;#, Workable
Great but.","PROBLEM DISCOVERY","simpl share pap crash drive"
"This is a great lollipop file manager.","OTHER",""
"But it doesn't have otg support.","PROBLEM DISCOVERY",""
"Pls add this feature.","FEATURE REQUEST",""
"Pretty good, just bummed that the FTP Server function crashes the app!","PROBLEM DISCOVERY","bum app function crash server"
"Fix this and I will add 2 stars to my review","PROBLEM DISCOVERY","fix add star review"
"Need builtin images viewer Believe me, if amaze have this feature it will become the best file manager.","OTHER","believ imag built featur amaz viewer manag file"
"Cut and Paste icons do not appear in the same place.","OTHER","cut appear icon past"
"You have to scroll all the way back up to the top to paste something, even if you move folders.","INFORMATION GIVING","move past scroll folder"
"Navigating up folders is also not very intuitive.","OTHER",""
"Works well with one caveat.","OTHER",""
"When you copy a file from sd to internal it doesn't seem to actually copy.","OTHER",""
"This is a problem with gear vr because if you copy a vid from sd over to internal download directory where gear vr looks, it's not there.","PROBLEM DISCOVERY","div copi look directori gear download"
"Copied over from samsung my files worked fine  Must just copy a shortcut to save time I guess.","OTHER","shortcut time save copi file gue"
"meh Too much wasted space.","OTHER",""
"No control over text size.","OTHER",""
"I'm using a phone with a decent size screen (5.5 inch) and in landscape there is so much space wasted only two files are visible.","OTHER","use inch screen size file wast phone landscap space"
"Noy very useful with such a limitation.","OTHER",""
"Needs an Update Recently installed it and its a good app with a nice UI but it needs a bit more customization options.","FEATURE REQUEST","app custom updat bit option instal"
"Also, the move feature isn't working and it needs to be fixed
Great file manager but I can't edit text files on my SD card
Was A Good App On some of my devices,but doesn't have a setting on my Lenovo tablet to check the SD card.","PROBLEM DISCOVERY","text fix edit app featur devic set manag file check move card tablet"
"Wow it's very good
FTP Support
Moving Files Everything is going great from the material design and theming to unpacking rars but it cant do one of the most simple function of moving files.","PROBLEM DISCOVERY","support ear design materi wow theme file move function"
"Please add this in the next update.","FEATURE REQUEST",""
"Update for Android Marshmallow App needs an update for android marshmallow.","FEATURE REQUEST",""
"It is not showing SD Card and internal memory contents properly.","OTHER",""
"lots of unused space in the UI layout not for users with lots of files on their sdcard
SD card problem I cannot see my sd card.","PROBLEM DISCOVERY","lot layout user file card space"
"My phone version is 6.0.1
Cut doesn't work If I cut and paste, it just copies.","PROBLEM DISCOVERY","copi version cut phone past"
"The source files are never deleted.","OTHER",""
"Fix it please.","PROBLEM DISCOVERY",""
"Looks awesome yet.","OTHER",""
"Won't cut & paste ; (
Looks nice.","OTHER",""
"Failed to copy a movie to an SD card though.","PROBLEM DISCOVERY","movi copi fail card"
"Pretty basic stuff for a file manager!","OTHER",""
"Like it.","OTHER",""
"app设计逻辑混乱
SD card issue on non rooted KitKat.","OTHER",""
"Hopefully fixes will come soon.","OTHER",""
"Cannot move files?","PROBLEM DISCOVERY",""
"Super but When we open songs folder the images defaultly set to songs is not shown.","PROBLEM DISCOVERY","imag super folder song shown default set"
"But in other files mangers the images are shown.","OTHER","imag manger file shown"
"In this app only music symbol displayed.","OTHER","music app display symbol"
"Pls fix it.","INFORMATION GIVING",""
"Name Change.","OTHER",""
"Bro the app ui is awesome but it's request that please change its display name from Amaze to File Manager Amaze.","FEATURE REQUEST","chang request app display amaz manag pleas file name"
"Coz I think I will help people to find in their app drawer.","OTHER","cox person app help drawer"
"Only amaze is irritating
SMB is not up to snuff.","OTHER","irrit sob snuff amaz"
"Unless I'm missing something, shares on a server are added automatically so you can't add hidden shares.","PROBLEM DISCOVERY","miss share add server"
"It's great,,but After I updated to latest version.I can't open it.unfortunately app has been closed.please fix it,, I love this app.","PROBLEM DISCOVERY","fix app updat version love pleas"
"Nice simple app, but it crashed as i selected FTP
App is good.please change its display name from amaze to file manager or explorer
Simple and great Like the simplicity
Great app Greatest file explorer and small in size works great on my s6 edge missing features like cloud integration root and an inbuit text editor luving it pls include the above features in next update then 5 stars
Nice app otherwise, but is very unstable and crashes/locks up for long periods of time when moving or copying photos to SD card.","PROBLEM DISCOVERY","crash copi explor lock file chang photo time display select amaz live manag move text simplic app editor integr pleas card includ updat featur root star size period miss edg name"
"Also just randomly crashed without even doing anything.","PROBLEM DISCOVERY",""
":(  I told it to cut and paste into folder to overwrite pics, but it just locks and crashes doing nothing.","PROBLEM DISCOVERY","crash past overwrit folder lock cut told pica"
"UI is also bit clunky with many tools and critical main menu.","OTHER",""
"hidden behind unnecessary downswipe and top bar with lots of wasted space.","OTHER","swipe lot hidden bar space"
"Samba streaming not working anymore I chose Amaze as a replacement for ES File Explorer.","OTHER","replac chose amaz explor stream file samba"
"I used to stream from my samba share to vlc.","OTHER",""
"This doesn't seem to be possible anymore.","OTHER",""
"I would appreciate some feedback on this problem.","OTHER",""
"Maybe I can help to elaborate.","OTHER",""
"Apart from that it's a great app.","OTHER",""
"Nice, but need some work Bookmark manager FC.","FEATURE REQUEST",""
"Bookmarks should be displayed in slider.","FEATURE REQUEST",""
"Perhaps grouped by type (local, remote, .)","OTHER",""
"Cloud integration (drive, Dropbox), remote access (ftp, sftp, .)","OTHER","acc drop integr box drive"
".","OTHER",""
"Breadcrumbs are big and could be better displayed - perhaps in action bar directly.","FEATURE REQUEST","bar breadcrumb action display"
"You should give link to source - the GPL actually mandates that.","OTHER",""
"Nice When try to play a music file, it show ""unfortunately amaze has stoped
Simple user Nice ,,,, simple
Good Can we get an option to sort by file type?","INFORMATION SEEKING","type music nice amaz tri tope sort option file simpl play"
"Its good Though it could do with zip support, otherwise I love the design slick nd simple
Installed and it stopped working twice within 5 minutes with just simple file browsing.","OTHER","support design minut love brows instal file zip simpl stop"
"Uninstalled
It's alright, but it doesn't have the ability to show picture thumbnails, and the navigation is a little convoluted.","OTHER","abil thumbnail instal pictur navig"
"Better than es file manager but it's lack of features made me switch to Solid  I understand it's open source and not going to have  everything under the sun but it's just missing some critical functionality for me.","FEATURE REQUEST","sourc understand featur solid lack manag switch miss function sun"
"Decent, has a lot of room for improvement.","OTHER",""
"Needs cloud support, .rar and .7z support, file sharing over ftp, password protected folders support.","OTHER","support share cloud protect folder arr password file"
"Basically, add ES File Explorer features except the cleaner and ads.","OTHER","cleaner add explor featur"
"[REQUEST] Build-in media player
I like it but.","OTHER","request medium player build"
"It's a great app, you can do many things with it, but still lacks of more functions like edit, move, etc.","FEATURE REQUEST","edit app lack move etc function"
"Could have had LAN Tab!!","FEATURE REQUEST",""
"Many file managers now have option to connect to PC connected on same WiFi.","OTHER","connect wife manag option file"
"This add-on to this file manager should certainly make it the best file manager which it is not today.","OTHER",""
"Good file manager, but I need more useful features.","FEATURE REQUEST",""
"This file manager can't extract password protected archives.","PROBLEM DISCOVERY","archiv extract protect manag password file"
"meh Too much wasted space.","OTHER",""
"No control over text size.","OTHER",""
"I'm using a phone with a decent size screen (5.5 inch) and in landscape there is so much space wasted only two files are visible.","OTHER","use inch screen size file wast phone landscap space"
"Noy very useful with such a limitation.","OTHER",""
"Nice looking, ad free, simple.","OTHER",""
"But it just keeps crashing.","PROBLEM DISCOVERY",""
"Especially when trying do manipulate files on SD card.","OTHER","card file tri manipul"
"The app crashes each time when I try to decrypt a file which I encrypted","PROBLEM DISCOVERY","time crash tri encrypt decrypt file"
"with it.","OTHER",""
"This could be a serious loss for someone with valuable data
Everything is great with the app.","OTHER",""
"However, when I move files from storage","OTHER",""
"to SD cards, the app sometimes takes very long time to complete the task,","OTHER","time app card task complet"
"and also crashes.","PROBLEM DISCOVERY",""
"My folder of SD card contains over 1000 files, so I think","OTHER","contain card folder file"
"this app does not work well in this situation.","PROBLEM DISCOVERY",""
"Hope the development team","OTHER",""
"will fix this soon.","PROBLEM DISCOVERY",""
"The app itself was great (nice UI, had customization settings.etc),","OTHER","app custom etc set"
"however it constantly force-stopped.","OTHER",""
"Had to uninstall~
Looks like a good.","OTHER",""
"Please make an update of thumbnail icon for pictures, when I switched to the grid view it looks like not material but kind of old style.","OTHER","updat icon look pleas style switch pictur view"
"The interface for Amaze is one of the most latency-heavy I've ever seen; it handles file operations poorly with no visual indicator that anything is actually getting deleted, moved, or copied.","OTHER","get handl seen delet copi amaz oper interfac move indic"
"(Reading up, it seems SD card operations are prone to error and may explain why Amaze crashes so frequently for me.)","PROBLEM DISCOVERY","crash read prone oper error explain"
"Good to see open source but surprising that SD card operations are so underwhelming.","OTHER","sourc surpris card oper"
"Need OTG support
I the description it says there are no in-app purchases but then needs","OTHER","tog purchas app support descript"
"access to in-app purchases?","OTHER",""
"I hope this doesn't turn out to be sketchy
App crashes every time I try to open a file from the Chrome downloads or from an email.","OTHER","hope email time crash tri file download"
"Why abondened such nice app.","OTHER",""
"There are few force closes some time.","OTHER",""
"Plz update its very good app
Can't seem to create home screen shortcuts on Samsung s8.","PROBLEM DISCOVERY","creat shortcut app amsun updat home screen"
"Storage permissions enabled.","OTHER",""
"It's good.","OTHER",""
"But crashes when extracting rar file on Oreo 8.1
Needs improvments
great but crashed :(
I cant creat new folders with my sony m2.","PROBLEM DISCOVERY","reo crash extract folder file improv crest cant"
"Its show select""sd card"" and i selected it.","OTHER",""
"But its showing same msg allways.never creat my folders.","OTHER",""
"Its have good interface.","OTHER",""
"I like it
Good one but needs some improvement on app management section like they do on ES File explorer.","FEATURE REQUEST","section explor manag file improv"
"I liked it cause cause it takes less amount of space and no background process which saves a lot of memory space
App auto quit App quit by itself when attempting to connect to SMB server.","OTHER","amount lot app connect auto save proce attempt background sob like memori quit caus server space"
"All details and credential were correct.","OTHER",""
"Hope dev fix this as soon as possible as I want to switch out from ES File Explorer as soon as possible.","INFORMATION GIVING","hope explor file switch"
"Ok, but needs more work UI looks good, but crashes are unacceptable.","OTHER",""
"Love the app, but a bug is preventing it from being a usable​ root explorer for me.","OTHER","app root love explor bug prevent"
"I'm unable to edit file permissions.","PROBLEM DISCOVERY",""
"When viewing a file's details, clicking the 'Permissions' box does nothing.","OTHER","permiss detail file click view box"
"I'm on Android 7.1.2.","OTHER",""
"Not a replacement for ES.","OTHER",""
"Crashes while opening .","OTHER",""
"XML files.","OTHER",""
"When it worked it was great, but it crashed *a lot* when moving files over about 50MB, which for my purposes rendered it next to useless.","PROBLEM DISCOVERY","lot crash purpos render file move usel"
"Clean look but terrible SMB performance
Not bad Design is great.","OTHER","design sob look perform"
"Problem.","OTHER",""
"Coping, moving, deleting very slow, even sometimes crashes.","PROBLEM DISCOVERY","move delet cope crash"
"Not showing sd card size.","OTHER",""
"Nokia X2 Dual Sim First of all thank u for IR great effort.","OTHER",""
"U did amazing job.","OTHER",""
"But some suggestions .","OTHER",""
"Progress of moving and copying file should be displayed for monitoring.","FEATURE REQUEST","display copi progress file move monitor"
"Like it,  but somehow lost files while cut/pasteing Tried to move a file from internal storage to SD and it worked,  tried to Move a whole directory and it just vanished.","OTHER","directori past tri lost vanish file move storag cut"
"Still looking for the files.","OTHER",""
"Trying to recreate the issue for better bug report.","OTHER","recreat issu report bug tri"
"Fine
Fine.","OTHER",""
"It was working perfectly until one day it just stopped letting me do anything on my SD card.","OTHER","let card day stop"
"It looks like some people are having the same problem.","PROBLEM DISCOVERY",""
"Compression crash The app crashes when trying to compress a file
Good There has a problem in this app.","PROBLEM DISCOVERY","compress app crash tri compr file"
"When I try to copy files, or videos more then 1gb its fail and crash.","PROBLEM DISCOVERY","video crash copi fail tri file"
"Please fix it.","PROBLEM DISCOVERY",""
"Thank You.","OTHER",""
"Your well wisher  Anick Chowdhury :)
Selection is still not material design like Otherwise nice and simple
Not ideal Struggles when more than one file at a time
Marshmallow The paths in Marshmallow are changed and the app can't find External SD card
Nice App because no add.","PROBLEM DISCOVERY","chang add time design app select struggl file chowder path card marshmallow"
"I will donate some amount if features like folder size is added.","OTHER","amount featur folder donat size"
"I.e how much kb/gb a folder have
Unable to share files When I tried sharing an audio file to a whatsapp contract, the screen changed to the share screen, I selected a contact and clicked on share, but it just closed.","OTHER","chang audio share contract select close tri folder whatsoev screen file click contact"
"When I check, nothing was shared.","OTHER",""
"This happens every time I tried it.","OTHER",""
"The use of material design is really good, which makes the app look great.","OTHER",""
"The app features are good as expected, but some bugs with the SD card permission system are still there.","PROBLEM DISCOVERY","app permiss system expect featur bug card"
"Hoping for improvements
3.1.1 works fine but this version can't scan smb shares, it goes into an infinite loop.","PROBLEM DISCOVERY","hope share loop version sob improv fine"
"cm12 gs3","OTHER",""
"Instead of providing ""Full change log"" don't you guys think it makes much more sense to provide some key changes when every update?","OTHER","chang updat sens provid guy log"
"I mean that makes it so much easier for the users to understand.","OTHER",""
"Is it really that painful?","OTHER",""
"I really wanted to like app - it's elegant, open source with no adds, and the tab functionality is quite handy - however in both its view modes you can see no more than 4-5 files in a standard 5 inch phone, which is quite impractical.","OTHER","sourc add app inch tab file function phone view"
"If only the developers added a compact view.","INFORMATION GIVING",""
"Cannot copy files over samba without crashing, 99% failure rate, please","PROBLEM DISCOVERY","rate crash copi failur pleas file samba"
"test your own software before distribution.","OTHER",""
"Everything is great with the app.","OTHER",""
"However, when I move files from storage","OTHER",""
"to SD cards, the app sometimes takes very long time to complete the task,","OTHER","time app card task complet"
"and also crashes.","PROBLEM DISCOVERY",""
"My folder of SD card contains over 1000 files, so I think","OTHER","contain card folder file"
"this app does not work well in this situation.","PROBLEM DISCOVERY",""
"Hope the development team","OTHER",""
"will fix this soon.","PROBLEM DISCOVERY",""
"Where are settings?","INFORMATION SEEKING",""
"And why doesn't this show in an application manager?","PROBLEM DISCOVERY",""
"Unfortunately let me down Great UI, but until it is fixed I rate 2 stars, errors on folder create/delete and errors on copy and pasting to an external SD card.","OTHER","rate fix creat delet star copi folder past card error"
"I have another file mgr that can do it just fine on KitKat.","OTHER","atinka fine mgr file"
"So please fix and will rate 5 stars.","PROBLEM DISCOVERY",""
"Ten months ago, I wrote a negative review, bemoaning the fact that there wasn't an option to move files.","OTHER","bemoan review wrote option file move month"
"A reply from the developer was to update to the latest version.","OTHER","version repli updat develop"
"So, today I reinstall with, presumably, the latest version possible, and STILL no option to move files, or, if there is an option, then it isn't clearly defined.","PROBLEM DISCOVERY","version reinstal defin option file move"
"I don't understand why this app gets such good reviews when this (basic) option is not available.","INFORMATION GIVING","understand app option review"
"Not detecting USB stick!!!","OTHER",""
"But the App looks nice.","OTHER",""
"write permission bug keeps nagging and suggesting to enable write permissions for my micro sd card in android 6.0.1 on my lg g pad x 8.0.","OTHER","permiss nag enabl android bug pad suggest card"
"stock lg file manager deletes files just fine without write permission nagging
Cut, Copy & Delete Problem #Lollipop Phones 😖 Application are read only access on SD card.","OTHER","permiss applic card delet copi read nag acc lollipop manag file cut stock fine phone"
"Please fix, using Moto G 2nd gen. UI is beautiful 😭
Battery hog I was unable to terminate a copy process midway.","PROBLEM DISCOVERY","moot batteri hog midway use copi proce gen pleas termin"
"It kind of hanged and even after ""force stop"" kept working in the background and surprisingly depleted the battery enormously like 45℅ to 12℅ in 5 mins.","OTHER","hang batteri mun background forc deplet kept stop"
"Crashes when i try to cut and then paste a file into another storage (phone Xperia V)
Crashing!","OTHER","crash past erium tri file storag cut phone"
"Logged in with G+.","OTHER",""
"Crashing since then.","OTHER",""
"New update (v2.0.3) really needs fixing.","FEATURE REQUEST",""
"Would rate 5 stars again once this is fixed.","OTHER",""
"Add ftp/sftp support.","OTHER",""
":)
Crash Whenever I copy anything from internal to external storage, the app crashes.","PROBLEM DISCOVERY","copi storag app crash"
"Please fix.","PROBLEM DISCOVERY",""
"Device: D6653 android 6.0.1
Not as described.","OTHER",""
"No multiple tabs, SMB or cloud.","OTHER",""
"False advertising.","OTHER",""
"Cloud management is really a basic requirement for a file manager app today.","OTHER","app manag requir file"
"Shame that it does not have it.","OTHER",""
"Warning!","OTHER",""
"I moved some files from the limited onboard storage to the extSDCard and they seem to have just been deleted.","OTHER","delet testcard file move storag inboard"
"I can forgive some flaws in software, but a file manager that loses files is dangerous.","OTHER","forgiv softwar manag file flaw losi"
"Phone: Galaxy S5 Mini.","OTHER",""
"needs split screen
Neat, zip not working After dumping ES explorer i was searching for a simple file explorer and finally i found this really appreciate the work by devs for this app.","PROBLEM DISCOVERY","app dump zip found appreci split deb explor file search"
"Crashes all the time.","PROBLEM DISCOVERY",""
"Crash issue Just installed and tried.","OTHER",""
"IT CRASHES everytime I try to rename a file.","PROBLEM DISCOVERY","time renam tri crash file"
"OS is jellybean on MT6589 chip, so I guess it should work fine.","OTHER",""
"So uninstalling as of now.","OTHER",""
"No option to see cloud accounts?","OTHER",""
"If so, huge disadvantage
Looks good but lacks some functionality Lacking some basic functionality such as the ability to sort by type of file
Not having ""cut"" option for folders , icons are also back dated
Great app until it turn off my sound notifications menu.","FEATURE REQUEST","type menu app disadvantag folder icon lack sort look option file abil cut function notif"
"I can't change the sound in my ringtones or notification on my Note 4.","PROBLEM DISCOVERY","chang note sound tone ring notif"
"Drove me nut for 3 days because I couldn't figure it out what was happening.","PROBLEM DISCOVERY","drove figur day happen"
"I even did a factory hard reset because of it.","OTHER",""
"Fix this!!","OTHER",""
"Was using it but now just crashes Installed Amaze some months ago but now I can't use it.","PROBLEM DISCOVERY","instal month crash use"
"I go to open it and it always reports 'Amaze has stopped'.","OTHER",""
"Using a Nexus 5
Garbage Won't create folder or move anything to sd card
Meh Samba streaming of videos crashes MX player.","PROBLEM DISCOVERY","creat player samba crash use garbag folder stream move hem card"
"Didn't happen on ES, so pretty useless to me.","OTHER",""
"闪退 Nexus6P，7.0
Can't even complete basic tasks Moving picture to another folder doesn't even work.","PROBLEM DISCOVERY","app folder nexu task move pictur"
"Slow
Why a file manager needs access to identity?","INFORMATION SEEKING","acc manag ident file"
"Great look, but seems fishy
No SMB support This is supposed to be there.","OTHER",""
"The change log gives no clue as to how it disappeared.","OTHER","chang clue disappear gife log"
"Since that's the only reason I wanted it, I uninstalled it immediately.","OTHER",""
"As others are saying, it updated this morning and now crashes every time I open it.","PROBLEM DISCOVERY","say time morn updat crash"
"This is a great app!","OTHER",""
"I use it all the time.","OTHER",""
"PLEASE fix it ASAP!","PROBLEM DISCOVERY",""
"Why can't it write to USB?","PROBLEM DISCOVERY",""
"I can do it with root browser
Very Basic Feature For Any File Management System Is A BUG Here !","PROBLEM DISCOVERY","browser system featur root manag bug file"
"Yeah!","OTHER",""
"You've Fixed The Copying Issue Perfectly.","INFORMATION GIVING",""
"I'm Impressed 👍 .","OTHER",""
"But The Only Reason Behind 2 Stars & Uninstalling Application Is That- CUT Option Is Just Name, Bcoz Actually It Does COPY OPERATION.","OTHER","applic cozi copi star option oper reason cut instal"
"About Rest Of The Things, Proud To See This MADE IN INDIA Application Has Comparatively Better Logical Interface Than Others Like Solid Explorer Classic Which Have Over Hyped Interface (Consisting Unnecessary Elements & Icons).","OTHER","applic consist proud icon element explor rest hype interfac"
"& BEST PART OF THE AMAZE IS LOWEST RAM CONSUMPTION 👍.","OTHER",""
"Not working App crashes any time I try to copy/paste or delete a file
Recent update made it so that preview always shows most recent photo, and so that back button exits app.","PROBLEM DISCOVERY","photo time app crash updat delet copi preview tri button file exit past"
"Not great for something which is supposed to be a stable product!","OTHER",""
"Last version unusable.","OTHER",""
"Could not start because of trying to cast an Integer to String or vice versa during startup.","PROBLEM DISCOVERY","string versa start tri startup cast vice integ"
"Had to delete app data and lost lot of bookmarks.","PROBLEM DISCOVERY","lot app datum delet lost bookmark"
"Then, attempting to search and multiple problems.","OTHER",""
"Click search area to update text and it disappears.","INFORMATION GIVING","text disappear search updat"
"Hit back button and app crashes with NPE in some fixSlashes method.","OTHER","slash crash button hit nape method"
"Have to uninstall and switch to another, more stable, browser.","OTHER",""
"Too bad, I used this app for a long time but I need something stable.","FEATURE REQUEST",""
"Meh.","OTHER",""
"Too many theming options, an app manager.","OTHER","manag app option theme"
"this is one of those apps which try to be too much.","OTHER",""
"It would better be a useful root explorer but nothing more.","OTHER",""
"It's very bothersome.","OTHER",""
"I want to see my internal storage and sd card storage but i can't even tell where I'm at.","PROBLEM DISCOVERY",""
"Because instead of showing what i want it shows ""amaze"" at the top of the window which doesn't make any sense
I have to re-enter my SMB access for my computer all the time.","OTHER","top time comput window enter sens amaz acc"
"I even set it as home and it just continues to disappear.","OTHER","continu home set disappear"
"Fix this and get 5 stars from me
It's good but needs a lot of improvements.","FEATURE REQUEST","improv fix lot star"
"It won't display root files on non-rooted devices and the extract feature doesn't seem to work.","OTHER","root featur devic display file"
"Errors on file copy/save.","OTHER","save copi error file"
"SMB UI doesn't properly save server share paths.","OTHER","path save share server"
"Many outstanding issues in GitHub!","PROBLEM DISCOVERY",""
"Constantly crashes when moving fines between storages.","OTHER","move storag fine crash"
"Very confusing gui I think you need to go back to the material design guidelines and reconsider your choices.","FEATURE REQUEST","choic design reconsid guidelin materi confus"
"This is an incredibly confusing and counterintuitive app.","OTHER",""
"Also, your previews show the action button in a contrasting color but in the app it is the same color as the title bar.","OTHER","action app color preview button contrast bar titl"
"Not too great Constantly crashing whenever I try to transfer anything.","OTHER",""
"Unstable, constant shut downs.","OTHER",""
"The app is adequate I guess but I'm really looking for a good manager that does SMB well.","OTHER","look manag app gue"
"And this one usually fails to make server connections.","PROBLEM DISCOVERY",""
"So what can i do To fix the kitkat problem.","PROBLEM DISCOVERY",""
"I cant update my device since its rooted so.","PROBLEM DISCOVERY",""
"Help I have lost my phone nd before that i had backup on Google Drive but still there was some files on my phone which was hidden by one application so I am not going to find these files on good drive😰😰😰  .so guys pls help me to find that.","OTHER","help applic lost hidden drive backup file phone"
"All in all, it is a very nice look manager.","OTHER",""
"There are still some trouble with the zip and rar extensions.","OTHER","troubl extens zip arr"
"It cannot open or extract files properly.","PROBLEM DISCOVERY",""
"It will show the parse is error, but if you use other app, it is working fine.","OTHER",""
"Slow progress and functions are laggy and so forth.","OTHER",""
"I recommend try other manager for the time being.","OTHER","time manag recommend tri"
"Since last apdate I can not browse imagine anymore
nice
Doesn't start with latest update
list item take too much space; missing info 1) Each list item is surrounded by too much empty space.","PROBLEM DISCOVERY","start brows surround list item miss imagin space"
"List view could have been easily compressed more.","FEATURE REQUEST",""
"2) In list view, I want to see full time ( not just month & day, & year if not current).","OTHER","time month view day"
"3) Sometimes Amaze seems to fail to recall options set previously.","PROBLEM DISCOVERY","set fail option recal"
"What Happened?","INFORMATION SEEKING",""
"I really loved Amaze but the recent update broke a lot of key functions.","OTHER","love lot broke function amaz"
"For example moving or even copying files results in errors now.","OTHER","result copi file move error exampl"
"Very unstable, keeps crashing.","OTHER",""
