"sentence","category"
"Found some music but I dont like that you cant listen to the song before you download it.","PROBLEM DISCOVERY"
"Theres also alot of songs that they cant find","PROBLEM DISCOVERY"
"I used to be able to find and download any song.","OTHER"
"Now I can't AND.","PROBLEM DISCOVERY"
"Any search I do either song won't show up OR only a few show up and not the right ones.","PROBLEM DISCOVERY"
"Please go back to old one so Mich better I am ready to uninstall this app","FEATURE REQUEST"
"When I download songs I expect it to be the artists not people trying to sing like the artist off of YouTube","INFORMATION GIVING"
"I like this app","OTHER"
"Awesome.","OTHER"
"I love this so easy to learn","OTHER"
"Cant find any songs anymore the old version was way better.","PROBLEM DISCOVERY"
"Love it","OTHER"
"I just got the app so it works pretty good so far.","INFORMATION GIVING"
"Its not working on my phone.","OTHER"
"I updated it so many times yet its not working nicely.","PROBLEM DISCOVERY"
"Im not gonna uninstall it till it fix.","OTHER"
"I'll use the app for a day or two, then it will no longer work.","PROBLEM DISCOVERY"
"When I search for things, it will come up, but when I download it, the entire thing shuts down and stops the download.","OTHER"
"So I delete it and reinstall it and it works again.","OTHER"
"FIX THAT.","PROBLEM DISCOVERY"
"I Only had this app for a day and I can only download four songs.","OTHER"
"It says it's going to download but It never does.","OTHER"
"Uninstalling after this review.","OTHER"
"Stupid.","OTHER"
"Why i can't download from youtube?","PROBLEM DISCOVERY"
"It was tge best because i can download from youtube.","OTHER"
"This was the best, #1 music down loader ever, now it sucks,  can't find ANY music, & only ever says ""No results found"".","PROBLEM DISCOVERY"
"IF IT AIN'T BROKE, DON'T FIX IT!!!","INFORMATION GIVING"
"I am uninstalling, & millions more are to.","OTHER"
"Y'all went from being the ABSOLUTE BEST to the biggest piece of crap","OTHER"
"Used to love this app but then about a week ago it wasn't finding any results for any songs I searched for and now for the past 5 days the app won't even open.","PROBLEM DISCOVERY"
"Every time I try to open it it says unfortunately frost wire has stopped.","OTHER"
"What's going on?","OTHER"
"Does not have songs I'm looking for like legend or know yourself","INFORMATION SEEKING"
"I wasent able to download songs hehe because of the new update it keeps saying try this or that and can never find my search results","PROBLEM DISCOVERY"
"I already downloaded four songs.It works better than other apps.","OTHER"
"Could make it easer to get new songs though","FEATURE REQUEST"
"I just wanted to download some songs and it is just crashing","PROBLEM DISCOVERY"
"Out of 50 songs only 1 of them was brought up.","OTHER"
"Also you can only listen to song after you downloaded it, so you really have to know who it's by.","INFORMATION GIVING"
"I used to get songs straight from youtube.","OTHER"
"Now I can't get a single song as no results were found.","PROBLEM DISCOVERY"
"I can only find REMIX of songs which SUCK.","OTHER"
"cmon man.","OTHER"
"what happened.","INFORMATION SEEKING"
"Yes this is good for all people","OTHER"
"Until recently.","OTHER"
"Now all I can find is covers for supertramp pink Floyd dire straits and Fleetwood Mac.","OTHER"
"Come on, these are all so well known!","OTHER"
"Why is there only covers?","INFORMATION SEEKING"
"Wont even load when its open :( so just a blank screen worked the first time","OTHER"
"I used to get so much results and options to download and then one day it just only give me frm 2 to none at all!","OTHER"
"I take back the stars i gave before to just one!","OTHER"
"If only i could take that one star down i would!","OTHER"
"Uninstalling this shitty app right about now!","OTHER"
"I paste the url and it does not show anything at all","PROBLEM DISCOVERY"
"Update the artist songs and albums most of the artist I search you only have there old songs not new","INFORMATION GIVING"
"I search an artist and it always says no result!","OTHER"
"-_-","OTHER"
"When I got this it was awesome but then when I wanted to download music, it didn't come up with anything from YouTube.","OTHER"
"It was all stuff that wasn't even the right artist and were all covers.","OTHER"
"I recommend Music Paradise Pro because they have everything you would want and does transfer to Google Play.","OTHER"
"I recommend this.","OTHER"
"I got this because my other music downloader app kept crashing but I like this one because it had a playlist option.","PROBLEM DISCOVERY"
"C'mon yall, its not workin for me at all, i could always copy a link in youtube and find it, What gives?","OTHER"
"#veryannoyed","OTHER"
"4/5 would give 5 if I could search for a song in specific and it would actually show","OTHER"
"I cant find any songs that i search up for i used to be able to find the songs but now there not there","PROBLEM DISCOVERY"
"This was much better before the update.","OTHER"
"I know that you had to comply with Google rules.but i cant find almost any of the songs I had.if there is anyway you can get us better search results I would definitely add a few stars.","PROBLEM DISCOVERY"
"Also you guys might want to add a short demo of the song you can listen to before you download it.","OTHER"
"That would make it much easier to see if its the version you wanted.","OTHER"
"I tried to look up a song and i could never find it please dont waste your time downloading this shit","PROBLEM DISCOVERY"
"Goood","OTHER"
"Will happen is it download it and it will not let me download any music at old I tried to download a best song I love called take the long way home but no it said you don't have enough space when I had over a hundred gigabytes I could use","INFORMATION GIVING"
"What happened?","INFORMATION SEEKING"
"I downloaded anything from music , to YouTube videos and would be very satisfied with the content I could get from an app .","OTHER"
"it was like a dream .","OTHER"
"because of that new update now that when you search something you will NOT GET ANY YOUTUBE RESULTS.","OTHER"
"very DISAPPOINTED.","OTHER"
"Dope","OTHER"
"I used to be able to get results from youtube but since the update, you took youtube off and now I get only like five results.","OTHER"
"BRING BACK YOUTUBE!","OTHER"
"It found my favorite song by August alsina I've been looking for that for a week I love it the song is called I want to be rich!!!!!","OTHER"
".","OTHER"
"This music downloader is amazing.","OTHER"
"I think I like it more than any others","OTHER"
"Won't let me find the songs I want anymore!","OTHER"
"It used to.","OTHER"
"Please fix it!","PROBLEM DISCOVERY"
"Sucks so many stupid remixes better off stabbing yourself with a fork than finding the right song don't download","OTHER"
"I use to be able to find a song no problem.","PROBLEM DISCOVERY"
"Now nothing I want is on here.","OTHER"
"What happened?","INFORMATION SEEKING"
"Awww man amazing","OTHER"
"This app is utter filth.","OTHER"
"I can't find most of the songs I search for","PROBLEM DISCOVERY"
"I agree with everyone else is Bullshit all of a sudden.please fix asap","PROBLEM DISCOVERY"
"I used frostwire and loved it but I deleted it because I didn't use it and the music I downloaded won't play","OTHER"
"It was great until the update it doesn't even show results anymore","PROBLEM DISCOVERY"
"Whoa!","OTHER"
"Sloooooww asss heeell","OTHER"
"This searching is terrible, and they have no good songs","OTHER"
"Awsome","OTHER"
"This app downloads music faster than any other music app I've used","OTHER"
"Guys just download and enjoy simply the best","OTHER"
"This app is cool and u guys should get it","OTHER"
"Plz downloads","OTHER"
"Good app","OTHER"
"I wanna listen to it before I download it to see if it's the right one.","OTHER"
"I used to love this app I could get any song I wanted now I can't even get half of what I used to have I don't think I'll use this app anymore unless some improvements are made!!","PROBLEM DISCOVERY"
"It siad frost wire stop working","OTHER"
"Nice to look for songs but need s more","OTHER"
"Good app","OTHER"
"I hate this app it dose not work all I want is to download  1 song but it won't let me so I don't like it no one get it","OTHER"
"It says no result found for songs I wanna hear please fix it","PROBLEM DISCOVERY"
"I didn't under stand it","OTHER"
"I can't find any songs","PROBLEM DISCOVERY"
"Couldn't even find Florida georgia line.","PROBLEM DISCOVERY"
".","OTHER"
"Number 1 country band right now and they have 1 sing by them on here.","OTHER"
"Horrible selection","OTHER"
"It worked great at first and I used alot of data getting songs and a little while ago it shut itself down and refuses to start back up.","OTHER"
"I would redownload but I don't want to find and download everything again.","OTHER"
"Ill give it 5 stars if It gets fixed and I get to keep the songs","OTHER"
"Ever since your last upgrade,this app is totally usless.I listen to 70's and 80's R&B,and Funk.Since your last upgrade,none of my searches have any results.So as soon as I finish with this rating,I will be deleting your app.You should have just left it alone.There was no need to ""fix"",what wasn't broken.Bye Bye,now.","OTHER"
"It dose not work but will use all your data","OTHER"
"This was my favorite app for months and now I can search any song anymore.","OTHER"
"Please fix this problem.","PROBLEM DISCOVERY"
"I has none of the songs I want.","OTHER"
"I searched up a popular song, and no youtube sources were found, and only one soundcloud search, please fix it.","PROBLEM DISCOVERY"
"This app doesn't work anymore.","PROBLEM DISCOVERY"
"I don't know what happen","OTHER"
"Nice app","OTHER"
"Used to be able to download music from YouTube but it won't allow me to anymore!","OTHER"
"I only get SoundCloud and that's not what I'm looking for","OTHER"
"I Use To Be Able to Get Any Song But Now I Can't Find Songs That I'm Looking For","PROBLEM DISCOVERY"
"It carn't find any songs","PROBLEM DISCOVERY"
"There's no songs that we listen to now and it's too complicated.","OTHER"
"Used to work now i cant find any song with the new update","PROBLEM DISCOVERY"
"Works FLAWLESS!!!","OTHER"
"finds the video I'm looking for and fast download!!","OTHER"
"I have access to all the videos at all times!!","OTHER"
"Great app.","OTHER"
"I DONT THINK SAW GOOD","OTHER"
"Not even close to the artists what I was looking for and the suggestion that gives me doesn't find them either huumm!","PROBLEM DISCOVERY"
"Please do something about it.","OTHER"
"Cant find what I want","PROBLEM DISCOVERY"
"There is never the real song I want always remixis","OTHER"
"Was good before, don't know what is taking place.","INFORMATION GIVING"
"Pliz do something","OTHER"
"It dose not work","OTHER"
"I wish i could play the song before i download it.","FEATURE REQUEST"
"This use to be the best app to get music movies etc now all I get is stuff from sound cloud so i cant find anything im looking for.sound cloud sucks!!!!","PROBLEM DISCOVERY"
"U can download movies, albums, and other things.","OTHER"
"I recommended.","OTHER"
"Worked great at first.","OTHER"
"But you fucked it up.","OTHER"
"fix it.","PROBLEM DISCOVERY"
"This app sucks, waist of time.","OTHER"
"I hate it, so upset.","OTHER"
":(","OTHER"
"Downloads anything i want but when i try to download anything from the vices and virtues album by Panic!","OTHER"
"At the disco it will not download quickly like all the other songs i have downloaded","PROBLEM DISCOVERY"
"Plz get them back","FEATURE REQUEST"
"Not bad","OTHER"
"It was ok at first now I cant find any of the songs I want.","PROBLEM DISCOVERY"
"It downloads and the when I open the song it cant find it on my phone","PROBLEM DISCOVERY"
"This is pure Quality.","OTHER"
"Simple and silent.","OTHER"
"I like the app but not its forcing it to stop working and keeps kicking me off before i even try to look for a song.","OTHER"
"I'm a dubstep kind of person and there there are there are a lot there are a lot of different versions to just just song.","OTHER"
"That goes for every song there is always a different version some are better for my taste than others.","OTHER"
"No matter what version it is I am easily able to find it and get it.","OTHER"
"Every now and then frosts wire doesn't have the YouTube or sound cloud links but little later on its back so I screen shot my songs so I remember what it is.","OTHER"
"Good solid app is there any way to keep the songs if you accidentally uninstall the app","OTHER"
"Don't need another music download app","INFORMATION GIVING"
"I absolutely loved this app at first, not it keeps popping up a message saying try a different key word, when the artists are very well known.","OTHER"
"Please fix!","PROBLEM DISCOVERY"
"I downloaded this app because I wanted to download a movie for free named 8 mile but it didn't download I tried 3 different ones and it kept saying I had no room but I checked and I did and also that app made my phone very slow I have now uninstalled this app.","OTHER"
"Ok app.","OTHER"
"Was a five star app","OTHER"
"Was able to download songs without any problems found songs I couldn't find on other apps","PROBLEM DISCOVERY"
"Ok.","OTHER"
"So I've had this app before and it was my favorite app of all time for downloading songs!!","OTHER"
"And it had everything I searched for.","OTHER"
"Now it has barely any of them!!","OTHER"
"Like Wtf!","OTHER"
"I would copy and paste the YouTube link and get nothing!!","OTHER"
"It used to work very well before!","OTHER"
"Chupa mi bollas y pito vatos","OTHER"
"I loved this app for a long time but now i cant download anything or find the songs i want the new update took away the youtube songs and some of the soundvloud and now the things available are just stupid not worth having the app anymore its a waste of space","PROBLEM DISCOVERY"
"Why i cant download the song by lea salonga the title is the journey i cant search ""fuck you""","PROBLEM DISCOVERY"
"Can't even find one song","PROBLEM DISCOVERY"
"you cant find some songs","PROBLEM DISCOVERY"
"The app was better with youtube downloads i dont know why they got rid of them","OTHER"
"Good app 5 stars","OTHER"
"This use to be a very good app to get music from.","OTHER"
"Now, it won't even give me a song.","PROBLEM DISCOVERY"
"I just got the app and only got one song from it or won't give me any songs or bands that I'm looking for.","INFORMATION GIVING"
"I had the app before and got tons of music.","OTHER"
"But now that I got the app again, it won't let me get any other songs and is giving me less or no songs that I try to look up.","PROBLEM DISCOVERY"
"Why is it doing that?","INFORMATION SEEKING"
"And can you please fix it?","PROBLEM DISCOVERY"
"It used to work for a while but now it can never find songs on youtube, only soundcloud.","PROBLEM DISCOVERY"
"Whenever i search a youtube url results never show up.","OTHER"
"It doesn't work like it used to I  can't find my music like before please fix asap I love using this everyday","PROBLEM DISCOVERY"
"It Worked In The Beginning","OTHER"
"Really hard to find good songs right now.","OTHER"
"They're all Remixes.","OTHER"
"Love.","OTHER"
"It","OTHER"
"It freezes up in use","PROBLEM DISCOVERY"
"Good","OTHER"
"Keeps shutting down","PROBLEM DISCOVERY"
"Once you download new songs the songs previously downloaded stop working I hate it now I gotta delete all my music and start over","OTHER"
"It work","OTHER"
"This is What I'm talking bout man.","OTHER"
"Good and fast software to insure satisfaction to the consumer.","OTHER"
"Brilliant.","OTHER"
"I wonder if you ask him about me.","OTHER"
".","OTHER"
"What happened after I updated the app I can no longer download and songs pls pls fix.","INFORMATION SEEKING"
"What's the point if I can't get any very popular songs","PROBLEM DISCOVERY"
"Totally sucks never down loaded any song uninstalling it","OTHER"
"It won't let me download anything, I constantly try to download a song I like but then it says try something else","OTHER"
"I tried other apps and they took forever or didn't download.","OTHER"
"this app took like 3 seconds and I can find any song I like!!!","OTHER"
"I really recommend this app!","OTHER"
"It doesnt let you download youtube songs anymore and then when I deleted the app I lost all my songs.","OTHER"
"This app needs to be fixed and updated and re done all over again before the thought of reinstalling crosses my mind","PROBLEM DISCOVERY"
"Y do y'all make it where when I delete the app it deletes the music plz fix","PROBLEM DISCOVERY"
"I got I to get YouTube videos and music and it was good for a month or two then it wouldn't.","OTHER"
"Let me search any thing","OTHER"
"Love","OTHER"
"By far my favorite music app!","OTHER"
"It's amazing!","OTHER"
"Why don't the songs playfully?","INFORMATION SEEKING"
"This used to be an amazing site to get music, videos, you could even upload your own files -.","OTHER"
"-.","OTHER"
"I'd give this app two stars until the problem is fixed I have tried connecting it to my computer and it still plays 10 seconds of the music and stops and closes the app its self","INFORMATION GIVING"
"No good, goofy app.","OTHER"
"I Download this app and 20 mins later it crashed.","PROBLEM DISCOVERY"
"Not allowing me to even open app!","OTHER"
"&ulls#!","OTHER"
"+","OTHER"
"This was my favorite app until YouTube searches were taken off.","OTHER"
"Could be better","OTHER"
"But it keeps the songs in separate albums","OTHER"
"Worked at first.","OTHER"
"I can only remixes & covers, never the real song","OTHER"
"I download only 4 music and one day its not downloading its only says downloading but its not happen at all pls.","OTHER"
"fix it and I will give you 5 stars","PROBLEM DISCOVERY"
"I like it but I frequently have to uninstall and reinstall because it refuses to open.","INFORMATION GIVING"
"So when it works its great but kinda bugy","OTHER"
"It limits the search of songs.","OTHER"
"The way they had it before when I could search and download from YouTube was better.","INFORMATION GIVING"
"Now its not worth a thing anymore.","OTHER"
"Please advise how I can search the YouTube files again","OTHER"
"Xia lee","OTHER"
"I couldnt look up any of the newer songs and it saids do you me what ever or retry","PROBLEM DISCOVERY"
"Thomas","OTHER"
"Before i updated it i kept getting what i didnt searched up but now that i updated  i cant even search up anything.","PROBLEM DISCOVERY"
"Just keeps saying error cmom now?!!!!!","OTHER"
"Thanks a lots","OTHER"
"I use this to download my favorite artists music.","OTHER"
"Just one question.","OTHER"
"Why is it that once I uninstall this app(I probably never would do.)","INFORMATION SEEKING"
"That all the downloaded files in my SD card disappear?","OTHER"
"With the new ""Update"" every song I search can't be found.","PROBLEM DISCOVERY"
"You have just lost me as a server","OTHER"
"It's ok","OTHER"
"Hard to use,  can't listen to music before download","PROBLEM DISCOVERY"
"It was really great but now it sucks!","OTHER"
"Frostwire","OTHER"
"For some reason I can't download from YouTube and it always tells me I don't have internet, even when I'm beside the router.","PROBLEM DISCOVERY"
"This app took up 13% of my phone's storage.","OTHER"
"On top of that, it repeatedly downloaded the same song and that's just when you could find a song.","OTHER"
"It was good at first, but there's no reason to take up that much space.","OTHER"
"The app won't even open","PROBLEM DISCOVERY"
"It took a few tries but it's back.","OTHER"
"W a few license agreements I'm slowly building my collection again.","OTHER"
"It takes a minute to get the hang of what keywords to use for the search results you want but I'm happy.","OTHER"
"Yay!","OTHER"
"I used to be able to download any song I wantwd, then one day I try to search things and it suddenly only gets two results that have nothing to do with the song I was looking for.","OTHER"
"please fix.","PROBLEM DISCOVERY"
"It's good !!","OTHER"
"It sucks","OTHER"
"Sucks plain and simple","OTHER"
"It was working good, but for some reason is not working good,  please fix it, and I will put 5 stars","PROBLEM DISCOVERY"
"It keeps stopping.","OTHER"
"It sucks","OTHER"
"Got the frostwire plus yesterday worked all day now this mornin wont load on my phone","OTHER"
"Thanks for this sweet app","OTHER"
"After a update those not what to download any music no more","OTHER"
"Doesn't return a lot of songs for your search","INFORMATION SEEKING"
"I can download songs but as soon as I click on my music it force closes every time","OTHER"
"Good for downloading albums","OTHER"
"Was my favorite , had a lot of my family using it , not anymore.","OTHER"
"Thanks.","OTHER"
"Useless I updated this app and now it's not working","PROBLEM DISCOVERY"
"Worst app ever.","OTHER"
"Uninstalling","OTHER"
"Good app gives a good list of songs .","OTHER"
"Some bugs on different  phones would give 5 if wasnt for this .","OTHER"
"Worked OK but some of the songs I downloaded won't play but worse I cannot erase it!","PROBLEM DISCOVERY"
"I tired to erase the file from the android file management but I just can erase it.","OTHER"
"I think they might be some Trojan virus or something.","OTHER"
"Used to be good.","OTHER"
"Now its really lame","OTHER"
"Cool","OTHER"
"Finally an app that has the song I've been looking for in all the others!","OTHER"
"It has a different layout as well, but I can't find any of the other songs i wanted.","PROBLEM DISCOVERY"
"a very good app.the best but since the update i can open the app for 15 secs until it closes","OTHER"
"You can't hardly find any music at all!","PROBLEM DISCOVERY"
"Very disappointed","OTHER"
"After the new stupid update I can't download any music","PROBLEM DISCOVERY"
"music","OTHER"
"Doesn't have all the songs that want","INFORMATION SEEKING"
"love it","OTHER"
"It use to work great.","OTHER"
"I use to love it a lot but now it can't find any songs I want and only have little search results.","PROBLEM DISCOVERY"
"I'm upset","OTHER"
"Loved it","OTHER"
"I downloaded it thinking i would be able to download what ever somg i can but it wouldn't!!","FEATURE REQUEST"
"Dont download this","INFORMATION GIVING"
"Good","OTHER"
"This app sucks now, i cant even look for any songs all it says is no results found.","PROBLEM DISCOVERY"
"cant search  YouTube songs cuz of stupid update im gonna uninstall it","PROBLEM DISCOVERY"
"it's legit & it finds any song I search for.","OTHER"
"thanks for creating this","OTHER"
"Smh.","OTHER"
"Uninstalling","OTHER"
"Can't even listen to songs from here anymore after I download them","PROBLEM DISCOVERY"
"I don't recommend this app if you're going to download many songs.","OTHER"
"Now it sucks!","OTHER"
"if I could I would Give it the worst rating there is!","OTHER"
"It is amazing stupid people do not know what they are talking about","OTHER"
"Frostwire what has gotten in to you?","OTHER"
"Why can't I look up anything anymore?","PROBLEM DISCOVERY"
"Omg this sucks!","OTHER"
"I got to only download one song and it worked fine and now when I search up another song it doesn't even say there's such thing.","OTHER"
"AND ITS A REAL DANG SONG!","OTHER"
"What the llama.","OTHER"
"Like really?!","OTHER"
"Good job ruining the app by making files from YouTube dissapear","OTHER"
"Great program","OTHER"
"It was a good app but now it doesn't work any more","PROBLEM DISCOVERY"
"New update screwed this up!","OTHER"
"Won't let me download songs","OTHER"
"Now it won't work at all!","PROBLEM DISCOVERY"
"Won't even open.","PROBLEM DISCOVERY"
"Says its forced closed the app.","OTHER"
"Please fix!!","PROBLEM DISCOVERY"
"I now am unable to download music from youtube or any video.","PROBLEM DISCOVERY"
"If this problem was fixed people would like this app alot better.","OTHER"
"sorry but before I never had this problem 1star","OTHER"
"Needs to be updated","OTHER"
"This app is very useless now I use to live this app now I can't find a single song on the app and no more YouTube downloaded this sucks","PROBLEM DISCOVERY"
"Perfect for House Heads.","OTHER"
"This isn't nearly as good as the desktop version.","OTHER"
"None of the crap I search for via web browser doesn't even start downloading.","PROBLEM DISCOVERY"
"Been an avid Frostwire fan for years and this is just crap.","OTHER"
"Won't download anything after the update what's up with this?","OTHER"
"I don't like it because I can't download it","PROBLEM DISCOVERY"
"Really loved the app until now I had to wipe my phone an lost some music now I can't even find songs on here I had downloaded previously please fix it back!","PROBLEM DISCOVERY"
"This app which I thought was trustworthy had put Radio Canyon Radio studio and another virus on my pc.","OTHER"
"When you click the boxes in the toc to say no to put them on it it still does, I used to love this app and now I hate it","OTHER"
"This was my favorite music app but ever since the update it won't give me the youtube songs in the search list .smh .guess I'll have to find another app","OTHER"
"I had this app for months and downloaded over 300 songs and I listened to every kind of music but after the updates it doesn't search like how it used to it doesn't find any of the songs I want","PROBLEM DISCOVERY"
"It was alright at first but now its not giving the results I want from YouTube.","OTHER"
"Since the last update it won't let me download any music or when it does it won't let me listen to it.","OTHER"
"What the heck you guys were awesome i downloaded some awesome music and now it is the worst app i downloaded plz fix and ill change this","PROBLEM DISCOVERY"
"When i first got this it worked beautifully but now it wont bring up anything i search for anymore.really need to fix whatever the prob is","PROBLEM DISCOVERY"
"I love this app for months n now I can't download nothing now because it will always say less results n it will only give me like 5-7 songs","PROBLEM DISCOVERY"
"I loved this app before this recent update.","OTHER"
"Please bring youtube back and it's a definite five-star","OTHER"
":P","OTHER"
"Good","OTHER"
"Everytime I tried to download a video it say error and I have good enternet","OTHER"
"This  app is fuck no ruslts","OTHER"
"Used to love this app but now it sucks and I just uninstalled it.","INFORMATION GIVING"
"Even with the ""plus"" version every time I use it it keeps pausing and I have to babysit the download.","OTHER"
"The further it gets to finishing it pauses more frequently and never finishes.","OTHER"
"What did you guys do?","INFORMATION SEEKING"
"I'd give it zero stars if it were an option.","OTHER"
"Fix it, please!","PROBLEM DISCOVERY"
"I am really displeased with the app now can't look up anythin good by frostwire","PROBLEM DISCOVERY"
"When I tried to download the frost wire plus It wouldn't open it would just say ""file can't be open"" and also I know there are some original songs on SoundCloud but when I search a song the results will only show remixes and covers which I don't want please fix this","PROBLEM DISCOVERY"
"Sub zero","OTHER"
"It started off being the best app.","OTHER"
"Not everything you search for it does not have it","OTHER"
"I use to love this app could download anything.","OTHER"
"Then all of a sudden it just stopped working.","OTHER"
"Guess so find something new.","OTHER"
"It's helpful","OTHER"
"Worst app ever!!!!","OTHER"
"after a month is just sound cloud, I can get music from what happen to the app it was the best, I'm ready to by pass it like the rest","OTHER"
"At first it was working but now it can't show search results","PROBLEM DISCOVERY"
"But now I can't download nothing","PROBLEM DISCOVERY"
"Like","OTHER"
"Did all it says it does.","OTHER"
"No disappointments","OTHER"
"Good","OTHER"
"Frostwire was so good and now its not working.everytime i search for a song it says no internet connection.why?","PROBLEM DISCOVERY"
"if i have wifi!!","OTHER"
"please fix it","PROBLEM DISCOVERY"
"There use to be many songs and videos but they have dramatically decreased the ammount.","OTHER"
"It keeps on jumping back and forth to Where it is going frm almost done to half way done fix it","PROBLEM DISCOVERY"
"Okay.at first i was able to listen to any song and now this stupid app doesnt even work now.i didnt even have this a full day or even a full hour.","PROBLEM DISCOVERY"
"Its a piece of crap i do not recommend this app to any one","OTHER"
"Great music","OTHER"
"Now it doesn't even give video results.","OTHER"
"Keeps on saying ""try other keyword"" gotten worst.","OTHER"
"Just uninstalled it","OTHER"
"I have a galaxy prevail and it didn't have a built in music player so I downloaded this and it works good.","OTHER"
"THE BEST MEDIA SHARING APP OF ALL!!","OTHER"
"No one can hack on to my phone to add country i hate country so this is the best music app i ever downloaded!","OTHER"
"This sucks.","OTHER"
"The app no longer works good","PROBLEM DISCOVERY"
"Press download, other files start downloading that u didn't click on.","OTHER"
"You'll be sitting there deleting files that u didn't want.","OTHER"
"Naw.","OTHER"
"Easier to google for the stuff I want.","OTHER"
"Awesome!","OTHER"
"Will we ever be able to download from YouTube again ?","FEATURE REQUEST"
"No youtube source.","OTHER"
"OMG","OTHER"
"Its ok","OTHER"
"Can't download Anything anymore","PROBLEM DISCOVERY"
"WTF DO YOU MEAN ""NO RESULTS FOUND"" FOR MERLE HAGGARD RAMBLIN FEVER!?","OTHER"
"I like this","OTHER"
"Hate it","OTHER"
"It was great when I could download from YouTube","OTHER"
"Good for the hot music","OTHER"
"They deleted off all my music and took the original search engine away","OTHER"
"I really loved it but I'm Guyanese I like reggae and soca and since this app doesn't have much of that I'm not interested but in furthermore I liked it for a regular day basis","OTHER"
"Wo","OTHER"
"Before he hung","OTHER"
"Once i started deleting songs it wouldnt let me download anything close to the song itself very bad problem but overall it downloads songs","OTHER"
"Couldn't find any songs","PROBLEM DISCOVERY"
"It won't let me download nothing now","OTHER"
"Love.","OTHER"
"It","OTHER"
"Not working anymore!","PROBLEM DISCOVERY"
"upgrade make problem, no search results","OTHER"
"Download &player yepp","OTHER"
"Can't search anything without getting only 2 results.","PROBLEM DISCOVERY"
"This has all the songs I want and downloads fast!!","OTHER"
"Keep shutting down","PROBLEM DISCOVERY"
"Was great now completely sucks","OTHER"
"Got to download.","OTHER"
"This","OTHER"
"I use to be able to download any song I could think of  now all I get is chopped and screwed or sound cloud.","OTHER"
"I hate the update","OTHER"
"Best App EVERRR","OTHER"
"Its bs","OTHER"
"I had this app nearly month now before I can download all my favorite artists but now with the updated I can't download a thing","PROBLEM DISCOVERY"
"It was horrible it never loaded","OTHER"
"Where can I find Frostwire plus.","INFORMATION SEEKING"
"Could you give me a link please.","OTHER"
"I lived this app but then it stopped letting me download songs","OTHER"
"I really liked this at first but now the songs I search for won't come up.","PROBLEM DISCOVERY"
"Disappointed now.","OTHER"
"I loved this app so much and I went to the website you mentioned to try to download it, but every time I go to download and then click on android, it closed down and goes to my home screen.","INFORMATION GIVING"
"It doesn't even works","PROBLEM DISCOVERY"
"I've been using frost wire for a while and now out of no where it stoped and I have a not 4 and it should be downloading everything but It doesn't  let me download a thing music or movies?","OTHER"
"Well it worked very good at first then I couldn't download nor find songs I wanted.So,I got very frustrated and uninstalled it.","PROBLEM DISCOVERY"
"What an app !","OTHER"
"Awesome .","OTHER"
"just one request , if you guys can add some more resources other than just youtube and soundcloud for downloads then this app will the best one on google play .one more thing to add , the equalizer dsnt work in this app .","FEATURE REQUEST"
"i have tried many times ,even by reinstalling both of the versions.","OTHER"
".","OTHER"
"i have tried frostwire plus too , nothing happened , equalizer is just not opening.","OTHER"
"It was a good app","OTHER"
"When I download a song I can't play the song","PROBLEM DISCOVERY"
"Started out perfect but now every time I try to download something it says error.","OTHER"
"Please fix this","PROBLEM DISCOVERY"
"This app use to be good, but now I cant find a single song.","PROBLEM DISCOVERY"
"I typed in the songs O already have and they dont have em!","INFORMATION GIVING"
"Plz fix","PROBLEM DISCOVERY"
"I just to like this app download every song I like and now since the update I can't download music it sucks now","PROBLEM DISCOVERY"
"Was ok.After update not showing any songs of my choice","OTHER"
"Good app.","OTHER"
"The APK app will download.","OTHER"
"Then says it cannot open file.","PROBLEM DISCOVERY"
":/ I used frostwire specifically because of the YouTube downloads.","OTHER"
"I know it's guide lines but I still don't like it.","OTHER"
"Finally i found the song i want","OTHER"
"They don't search for the youtube videos like they used to","OTHER"
"I downloaded a bunch of so go and I can't hear any of them.","PROBLEM DISCOVERY"
"They won't play.","OTHER"
"It crashed every time I open it.","PROBLEM DISCOVERY"
"Worthless piece of crap","OTHER"
"Can't download any songs and the ones that do download aren't the real deal.","PROBLEM DISCOVERY"
"Also, looking for the REAL song is unheard of I guess cause all the songs are covers or remixes people did on them.","OTHER"
"This application completely blows!","OTHER"
"Uninstalling.","OTHER"
"Excellent","OTHER"
"It will not stay opened","OTHER"
"Frostwire","OTHER"
"Worked for about 5 mins then crashes every time I open the app.","PROBLEM DISCOVERY"
"Great","OTHER"
"Do I need to delete the APKs after installing them?","INFORMATION SEEKING"
"Nice","OTHER"
"Your app is the best song downloader that I ever used","OTHER"
"Sucks","OTHER"
"Why can't I download music no more is there any apps you can download music.","PROBLEM DISCOVERY"
"Once you update it it's worthless and won't do anything keep the original version","INFORMATION GIVING"
"I tried to look up Christian Artist like Hillsong Young and Free but it said.","PROBLEM DISCOVERY"
"No results found.","OTHER"
"How you want me to download an app that sucks fish","INFORMATION SEEKING"
"Love how I can download full albums","OTHER"
"I really like it.","OTHER"
"Says you can download the plus.so you can get music from youtube.","OTHER"
"NOPE keeps saying can not open file.","PROBLEM DISCOVERY"
"I've said it.","OTHER"
"Don't do it.","INFORMATION GIVING"
"It used to be good just like limewire","OTHER"
"I love this app so much  It has all the latest songs from Love Me Like You Do to See you Again","INFORMATION GIVING"
