"sentence","category"
"When you copy a file from sd to internal it doesn't seem to actually copy.","OTHER"
"This is a problem with gear vr because if you copy a vid from sd over to internal download directory where gear vr looks, it's not there.","PROBLEM DISCOVERY"
"Copied over from samsung my files worked fine  Must just copy a shortcut to save time I guess.","OTHER"
"meh Too much wasted space.","OTHER"
"No control over text size.","OTHER"
"I'm using a phone with a decent size screen (5.5 inch) and in landscape there is so much space wasted only two files are visible.","OTHER"
"Noy very useful with such a limitation.","OTHER"
"Needs an Update Recently installed it and its a good app with a nice UI but it needs a bit more customization options.","FEATURE REQUEST"
"Also, the move feature isn't working and it needs to be fixed
Great file manager but I can't edit text files on my SD card
Was A Good App On some of my devices,but doesn't have a setting on my Lenovo tablet to check the SD card.","PROBLEM DISCOVERY"
"Wow it's very good
FTP Support
Moving Files Everything is going great from the material design and theming to unpacking rars but it cant do one of the most simple function of moving files.","PROBLEM DISCOVERY"
"Please add this in the next update.","FEATURE REQUEST"
"Update for Android Marshmallow App needs an update for android marshmallow.","FEATURE REQUEST"
"It is not showing SD Card and internal memory contents properly.","OTHER"
"lots of unused space in the UI layout not for users with lots of files on their sdcard
SD card problem I cannot see my sd card.","PROBLEM DISCOVERY"
"My phone version is 6.0.1
Cut doesn't work If I cut and paste, it just copies.","PROBLEM DISCOVERY"
"The source files are never deleted.","OTHER"
"Fix it please.","PROBLEM DISCOVERY"
"Looks awesome yet.","OTHER"
"Won't cut & paste ; (
Looks nice.","OTHER"
"Failed to copy a movie to an SD card though.","PROBLEM DISCOVERY"
"Pretty basic stuff for a file manager!","OTHER"
"Like it.","OTHER"
"app设计逻辑混乱
SD card issue on non rooted KitKat.","OTHER"
"Hopefully fixes will come soon.","OTHER"
"Cannot move files?","PROBLEM DISCOVERY"
"Super but When we open songs folder the images defaultly set to songs is not shown.","PROBLEM DISCOVERY"
"But in other files mangers the images are shown.","OTHER"
"In this app only music symbol displayed.","OTHER"
"Pls fix it.","INFORMATION GIVING"
"Name Change.","OTHER"
"Bro the app ui is awesome but it's request that please change its display name from Amaze to File Manager Amaze.","FEATURE REQUEST"
"Coz I think I will help people to find in their app drawer.","OTHER"
"Only amaze is irritating
SMB is not up to snuff.","OTHER"
"Unless I'm missing something, shares on a server are added automatically so you can't add hidden shares.","PROBLEM DISCOVERY"
"It's great,,but After I updated to latest version.I can't open it.unfortunately app has been closed.please fix it,, I love this app.","PROBLEM DISCOVERY"
"Nice simple app, but it crashed as i selected FTP
App is good.please change its display name from amaze to file manager or explorer
Simple and great Like the simplicity
Great app Greatest file explorer and small in size works great on my s6 edge missing features like cloud integration root and an inbuit text editor luving it pls include the above features in next update then 5 stars
Nice app otherwise, but is very unstable and crashes/locks up for long periods of time when moving or copying photos to SD card.","PROBLEM DISCOVERY"
"Also just randomly crashed without even doing anything.","PROBLEM DISCOVERY"
":(  I told it to cut and paste into folder to overwrite pics, but it just locks and crashes doing nothing.","PROBLEM DISCOVERY"
"UI is also bit clunky with many tools and critical main menu.","OTHER"
"hidden behind unnecessary downswipe and top bar with lots of wasted space.","OTHER"
"Samba streaming not working anymore I chose Amaze as a replacement for ES File Explorer.","OTHER"
"I used to stream from my samba share to vlc.","OTHER"
"This doesn't seem to be possible anymore.","OTHER"
"I would appreciate some feedback on this problem.","OTHER"
"Maybe I can help to elaborate.","OTHER"
"Apart from that it's a great app.","OTHER"
"Nice, but need some work Bookmark manager FC.","FEATURE REQUEST"
"Bookmarks should be displayed in slider.","FEATURE REQUEST"
"Perhaps grouped by type (local, remote, .)","OTHER"
"Cloud integration (drive, Dropbox), remote access (ftp, sftp, .)","OTHER"
".","OTHER"
"Breadcrumbs are big and could be better displayed - perhaps in action bar directly.","FEATURE REQUEST"
"You should give link to source - the GPL actually mandates that.","OTHER"
"Nice When try to play a music file, it show ""unfortunately amaze has stoped
Simple user Nice ,,,, simple
Good Can we get an option to sort by file type?","INFORMATION SEEKING"
"Its good Though it could do with zip support, otherwise I love the design slick nd simple
Installed and it stopped working twice within 5 minutes with just simple file browsing.","OTHER"
"Uninstalled
It's alright, but it doesn't have the ability to show picture thumbnails, and the navigation is a little convoluted.","OTHER"
"Better than es file manager but it's lack of features made me switch to Solid  I understand it's open source and not going to have  everything under the sun but it's just missing some critical functionality for me.","FEATURE REQUEST"
"Decent, has a lot of room for improvement.","OTHER"
"Needs cloud support, .rar and .7z support, file sharing over ftp, password protected folders support.","OTHER"
"Basically, add ES File Explorer features except the cleaner and ads.","OTHER"
"[REQUEST] Build-in media player
I like it but.","OTHER"
"It's a great app, you can do many things with it, but still lacks of more functions like edit, move, etc.","FEATURE REQUEST"
"Could have had LAN Tab!!","FEATURE REQUEST"
"Many file managers now have option to connect to PC connected on same WiFi.","OTHER"
"This add-on to this file manager should certainly make it the best file manager which it is not today.","OTHER"
"Good file manager, but I need more useful features.","FEATURE REQUEST"
"This file manager can't extract password protected archives.","PROBLEM DISCOVERY"
"meh Too much wasted space.","OTHER"
"No control over text size.","OTHER"
"I'm using a phone with a decent size screen (5.5 inch) and in landscape there is so much space wasted only two files are visible.","OTHER"
"Noy very useful with such a limitation.","OTHER"
"Nice looking, ad free, simple.","OTHER"
"But it just keeps crashing.","PROBLEM DISCOVERY"
"Especially when trying do manipulate files on SD card.","OTHER"
"The app crashes each time when I try to decrypt a file which I encrypted","PROBLEM DISCOVERY"
"with it.","OTHER"
"This could be a serious loss for someone with valuable data
Everything is great with the app.","OTHER"
"However, when I move files from storage","OTHER"
"to SD cards, the app sometimes takes very long time to complete the task,","OTHER"
"and also crashes.","PROBLEM DISCOVERY"
"My folder of SD card contains over 1000 files, so I think","OTHER"
"this app does not work well in this situation.","PROBLEM DISCOVERY"
"Hope the development team","OTHER"
"will fix this soon.","PROBLEM DISCOVERY"
"The app itself was great (nice UI, had customization settings.etc),","OTHER"
"however it constantly force-stopped.","OTHER"
"Had to uninstall~
Looks like a good.","OTHER"
"Please make an update of thumbnail icon for pictures, when I switched to the grid view it looks like not material but kind of old style.","OTHER"
"The interface for Amaze is one of the most latency-heavy I've ever seen; it handles file operations poorly with no visual indicator that anything is actually getting deleted, moved, or copied.","OTHER"
"(Reading up, it seems SD card operations are prone to error and may explain why Amaze crashes so frequently for me.)","PROBLEM DISCOVERY"
"Good to see open source but surprising that SD card operations are so underwhelming.","OTHER"
"Need OTG support
I the description it says there are no in-app purchases but then needs","OTHER"
"access to in-app purchases?","OTHER"
"I hope this doesn't turn out to be sketchy
App crashes every time I try to open a file from the Chrome downloads or from an email.","OTHER"
"Why abondened such nice app.","OTHER"
"There are few force closes some time.","OTHER"
"Plz update its very good app
Can't seem to create home screen shortcuts on Samsung s8.","PROBLEM DISCOVERY"
"Storage permissions enabled.","OTHER"
"It's good.","OTHER"
"But crashes when extracting rar file on Oreo 8.1
Needs improvments
great but crashed :(
I cant creat new folders with my sony m2.","PROBLEM DISCOVERY"
"Its show select""sd card"" and i selected it.","OTHER"
"But its showing same msg allways.never creat my folders.","OTHER"
"Its have good interface.","OTHER"
"I like it
Good one but needs some improvement on app management section like they do on ES File explorer.","FEATURE REQUEST"
"I liked it cause cause it takes less amount of space and no background process which saves a lot of memory space
App auto quit App quit by itself when attempting to connect to SMB server.","OTHER"
"All details and credential were correct.","OTHER"
"Hope dev fix this as soon as possible as I want to switch out from ES File Explorer as soon as possible.","INFORMATION GIVING"
"Ok, but needs more work UI looks good, but crashes are unacceptable.","OTHER"
"Love the app, but a bug is preventing it from being a usable​ root explorer for me.","OTHER"
"I'm unable to edit file permissions.","PROBLEM DISCOVERY"
"When viewing a file's details, clicking the 'Permissions' box does nothing.","OTHER"
"I'm on Android 7.1.2.","OTHER"
"Not a replacement for ES.","OTHER"
"Crashes while opening .","OTHER"
"XML files.","OTHER"
"When it worked it was great, but it crashed *a lot* when moving files over about 50MB, which for my purposes rendered it next to useless.","PROBLEM DISCOVERY"
"Clean look but terrible SMB performance
Not bad Design is great.","OTHER"
"Problem.","OTHER"
"Coping, moving, deleting very slow, even sometimes crashes.","PROBLEM DISCOVERY"
"Not showing sd card size.","OTHER"
"Nokia X2 Dual Sim First of all thank u for IR great effort.","OTHER"
"U did amazing job.","OTHER"
"But some suggestions .","OTHER"
"Progress of moving and copying file should be displayed for monitoring.","FEATURE REQUEST"
"Like it,  but somehow lost files while cut/pasteing Tried to move a file from internal storage to SD and it worked,  tried to Move a whole directory and it just vanished.","OTHER"
"Still looking for the files.","OTHER"
"Trying to recreate the issue for better bug report.","OTHER"
"Fine
Fine.","OTHER"
"It was working perfectly until one day it just stopped letting me do anything on my SD card.","OTHER"
"It looks like some people are having the same problem.","PROBLEM DISCOVERY"
"Compression crash The app crashes when trying to compress a file
Good There has a problem in this app.","PROBLEM DISCOVERY"
"When I try to copy files, or videos more then 1gb its fail and crash.","PROBLEM DISCOVERY"
"Please fix it.","PROBLEM DISCOVERY"
"Thank You.","OTHER"
"Your well wisher  Anick Chowdhury :)
Selection is still not material design like Otherwise nice and simple
Not ideal Struggles when more than one file at a time
Marshmallow The paths in Marshmallow are changed and the app can't find External SD card
Nice App because no add.","PROBLEM DISCOVERY"
"I will donate some amount if features like folder size is added.","OTHER"
"I.e how much kb/gb a folder have
Unable to share files When I tried sharing an audio file to a whatsapp contract, the screen changed to the share screen, I selected a contact and clicked on share, but it just closed.","OTHER"
"When I check, nothing was shared.","OTHER"
"This happens every time I tried it.","OTHER"
"The use of material design is really good, which makes the app look great.","OTHER"
"The app features are good as expected, but some bugs with the SD card permission system are still there.","PROBLEM DISCOVERY"
"Hoping for improvements
3.1.1 works fine but this version can't scan smb shares, it goes into an infinite loop.","PROBLEM DISCOVERY"
"cm12 gs3","OTHER"
"Instead of providing ""Full change log"" don't you guys think it makes much more sense to provide some key changes when every update?","OTHER"
"I mean that makes it so much easier for the users to understand.","OTHER"
"Is it really that painful?","OTHER"
"I really wanted to like app - it's elegant, open source with no adds, and the tab functionality is quite handy - however in both its view modes you can see no more than 4-5 files in a standard 5 inch phone, which is quite impractical.","OTHER"
"If only the developers added a compact view.","INFORMATION GIVING"
"Cannot copy files over samba without crashing, 99% failure rate, please","PROBLEM DISCOVERY"
"test your own software before distribution.","OTHER"
"Everything is great with the app.","OTHER"
"However, when I move files from storage","OTHER"
"to SD cards, the app sometimes takes very long time to complete the task,","OTHER"
"and also crashes.","PROBLEM DISCOVERY"
"My folder of SD card contains over 1000 files, so I think","OTHER"
"this app does not work well in this situation.","PROBLEM DISCOVERY"
"Hope the development team","OTHER"
"will fix this soon.","PROBLEM DISCOVERY"
"Where are settings?","INFORMATION SEEKING"
"And why doesn't this show in an application manager?","PROBLEM DISCOVERY"
"Unfortunately let me down Great UI, but until it is fixed I rate 2 stars, errors on folder create/delete and errors on copy and pasting to an external SD card.","OTHER"
"I have another file mgr that can do it just fine on KitKat.","OTHER"
"So please fix and will rate 5 stars.","PROBLEM DISCOVERY"
"Ten months ago, I wrote a negative review, bemoaning the fact that there wasn't an option to move files.","OTHER"
"A reply from the developer was to update to the latest version.","OTHER"
"So, today I reinstall with, presumably, the latest version possible, and STILL no option to move files, or, if there is an option, then it isn't clearly defined.","PROBLEM DISCOVERY"
"I don't understand why this app gets such good reviews when this (basic) option is not available.","INFORMATION GIVING"
"Not detecting USB stick!!!","OTHER"
"But the App looks nice.","OTHER"
"write permission bug keeps nagging and suggesting to enable write permissions for my micro sd card in android 6.0.1 on my lg g pad x 8.0.","OTHER"
"stock lg file manager deletes files just fine without write permission nagging
Cut, Copy & Delete Problem #Lollipop Phones 😖 Application are read only access on SD card.","OTHER"
"Please fix, using Moto G 2nd gen. UI is beautiful 😭
Battery hog I was unable to terminate a copy process midway.","PROBLEM DISCOVERY"
"It kind of hanged and even after ""force stop"" kept working in the background and surprisingly depleted the battery enormously like 45℅ to 12℅ in 5 mins.","OTHER"
"Crashes when i try to cut and then paste a file into another storage (phone Xperia V)
Crashing!","OTHER"
"Logged in with G+.","OTHER"
"Crashing since then.","OTHER"
"New update (v2.0.3) really needs fixing.","FEATURE REQUEST"
"Would rate 5 stars again once this is fixed.","OTHER"
"Add ftp/sftp support.","OTHER"
":)
Crash Whenever I copy anything from internal to external storage, the app crashes.","PROBLEM DISCOVERY"
"Please fix.","PROBLEM DISCOVERY"
"Device: D6653 android 6.0.1
Not as described.","OTHER"
"No multiple tabs, SMB or cloud.","OTHER"
"False advertising.","OTHER"
"Cloud management is really a basic requirement for a file manager app today.","OTHER"
"Shame that it does not have it.","OTHER"
"Warning!","OTHER"
"I moved some files from the limited onboard storage to the extSDCard and they seem to have just been deleted.","OTHER"
"I can forgive some flaws in software, but a file manager that loses files is dangerous.","OTHER"
"Phone: Galaxy S5 Mini.","OTHER"
"needs split screen
Neat, zip not working After dumping ES explorer i was searching for a simple file explorer and finally i found this really appreciate the work by devs for this app.","PROBLEM DISCOVERY"
"Crashes all the time.","PROBLEM DISCOVERY"
"Crash issue Just installed and tried.","OTHER"
"IT CRASHES everytime I try to rename a file.","PROBLEM DISCOVERY"
"OS is jellybean on MT6589 chip, so I guess it should work fine.","OTHER"
"So uninstalling as of now.","OTHER"
"No option to see cloud accounts?","OTHER"
"If so, huge disadvantage
Looks good but lacks some functionality Lacking some basic functionality such as the ability to sort by type of file
Not having ""cut"" option for folders , icons are also back dated
Great app until it turn off my sound notifications menu.","FEATURE REQUEST"
"I can't change the sound in my ringtones or notification on my Note 4.","PROBLEM DISCOVERY"
"Drove me nut for 3 days because I couldn't figure it out what was happening.","PROBLEM DISCOVERY"
"I even did a factory hard reset because of it.","OTHER"
"Fix this!!","OTHER"
"Was using it but now just crashes Installed Amaze some months ago but now I can't use it.","PROBLEM DISCOVERY"
"I go to open it and it always reports 'Amaze has stopped'.","OTHER"
"Using a Nexus 5
Garbage Won't create folder or move anything to sd card
Meh Samba streaming of videos crashes MX player.","PROBLEM DISCOVERY"
"Didn't happen on ES, so pretty useless to me.","OTHER"
"闪退 Nexus6P，7.0
Can't even complete basic tasks Moving picture to another folder doesn't even work.","PROBLEM DISCOVERY"
"Slow
Why a file manager needs access to identity?","INFORMATION SEEKING"
"Great look, but seems fishy
No SMB support This is supposed to be there.","OTHER"
"The change log gives no clue as to how it disappeared.","OTHER"
"Since that's the only reason I wanted it, I uninstalled it immediately.","OTHER"
"As others are saying, it updated this morning and now crashes every time I open it.","PROBLEM DISCOVERY"
"This is a great app!","OTHER"
"I use it all the time.","OTHER"
"PLEASE fix it ASAP!","PROBLEM DISCOVERY"
"Why can't it write to USB?","PROBLEM DISCOVERY"
"I can do it with root browser
Very Basic Feature For Any File Management System Is A BUG Here !","PROBLEM DISCOVERY"
"Yeah!","OTHER"
"You've Fixed The Copying Issue Perfectly.","INFORMATION GIVING"
"I'm Impressed 👍 .","OTHER"
"But The Only Reason Behind 2 Stars & Uninstalling Application Is That- CUT Option Is Just Name, Bcoz Actually It Does COPY OPERATION.","OTHER"
"About Rest Of The Things, Proud To See This MADE IN INDIA Application Has Comparatively Better Logical Interface Than Others Like Solid Explorer Classic Which Have Over Hyped Interface (Consisting Unnecessary Elements & Icons).","OTHER"
"& BEST PART OF THE AMAZE IS LOWEST RAM CONSUMPTION 👍.","OTHER"
"Not working App crashes any time I try to copy/paste or delete a file
Recent update made it so that preview always shows most recent photo, and so that back button exits app.","PROBLEM DISCOVERY"
"Not great for something which is supposed to be a stable product!","OTHER"
"Last version unusable.","OTHER"
"Could not start because of trying to cast an Integer to String or vice versa during startup.","PROBLEM DISCOVERY"
"Had to delete app data and lost lot of bookmarks.","PROBLEM DISCOVERY"
"Then, attempting to search and multiple problems.","OTHER"
"Click search area to update text and it disappears.","INFORMATION GIVING"
"Hit back button and app crashes with NPE in some fixSlashes method.","OTHER"
"Have to uninstall and switch to another, more stable, browser.","OTHER"
"Too bad, I used this app for a long time but I need something stable.","FEATURE REQUEST"
"Meh.","OTHER"
"Too many theming options, an app manager.","OTHER"
"this is one of those apps which try to be too much.","OTHER"
"It would better be a useful root explorer but nothing more.","OTHER"
"It's very bothersome.","OTHER"
"I want to see my internal storage and sd card storage but i can't even tell where I'm at.","PROBLEM DISCOVERY"
"Because instead of showing what i want it shows ""amaze"" at the top of the window which doesn't make any sense
I have to re-enter my SMB access for my computer all the time.","OTHER"
"I even set it as home and it just continues to disappear.","OTHER"
"Fix this and get 5 stars from me
It's good but needs a lot of improvements.","FEATURE REQUEST"
"It won't display root files on non-rooted devices and the extract feature doesn't seem to work.","OTHER"
"Errors on file copy/save.","OTHER"
"SMB UI doesn't properly save server share paths.","OTHER"
"Many outstanding issues in GitHub!","PROBLEM DISCOVERY"
"Constantly crashes when moving fines between storages.","OTHER"
"Very confusing gui I think you need to go back to the material design guidelines and reconsider your choices.","FEATURE REQUEST"
"This is an incredibly confusing and counterintuitive app.","OTHER"
"Also, your previews show the action button in a contrasting color but in the app it is the same color as the title bar.","OTHER"
"Not too great Constantly crashing whenever I try to transfer anything.","OTHER"
"Unstable, constant shut downs.","OTHER"
"The app is adequate I guess but I'm really looking for a good manager that does SMB well.","OTHER"
"And this one usually fails to make server connections.","PROBLEM DISCOVERY"
"So what can i do To fix the kitkat problem.","PROBLEM DISCOVERY"
"I cant update my device since its rooted so.","PROBLEM DISCOVERY"
"Help I have lost my phone nd before that i had backup on Google Drive but still there was some files on my phone which was hidden by one application so I am not going to find these files on good drive😰😰😰  .so guys pls help me to find that.","OTHER"
"All in all, it is a very nice look manager.","OTHER"
"There are still some trouble with the zip and rar extensions.","OTHER"
"It cannot open or extract files properly.","PROBLEM DISCOVERY"
"It will show the parse is error, but if you use other app, it is working fine.","OTHER"
"Slow progress and functions are laggy and so forth.","OTHER"
"I recommend try other manager for the time being.","OTHER"
"Since last apdate I can not browse imagine anymore
nice
Doesn't start with latest update
list item take too much space; missing info 1) Each list item is surrounded by too much empty space.","PROBLEM DISCOVERY"
"List view could have been easily compressed more.","FEATURE REQUEST"
"2) In list view, I want to see full time ( not just month & day, & year if not current).","OTHER"
"3) Sometimes Amaze seems to fail to recall options set previously.","PROBLEM DISCOVERY"
"What Happened?","INFORMATION SEEKING"
"I really loved Amaze but the recent update broke a lot of key functions.","OTHER"
"For example moving or even copying files results in errors now.","OTHER"
"Very unstable, keeps crashing.","OTHER"
"amazingly annoying can't set ringtone from settings
Excellent app Everything is flawless , I had an issue with the previous version but now it's perfect !","PROBLEM DISCOVERY"
"Not working What a boring app when I open its take a lot of time to open &when I open and delete file  its tell unfornuately amaze file explorer has been stop then so make some improvement in it
Can't move files to sd card!!","PROBLEM DISCOVERY"
"Why is it making folder while doing backup of any app!","INFORMATION SEEKING"
"OTG no supported This app doesn't support OTG, please fix it and make it compatible for OTG.","PROBLEM DISCOVERY"
"Bookmarks got deleted.","OTHER"
"Can't access bookmark manager either, the app force closes.","PROBLEM DISCOVERY"
"It used to be good.","OTHER"
"But now, whenever i open a folder, i gonna crash!","PROBLEM DISCOVERY"
":((
Please learn from solid file explorer
Can't connect to FTP because it doesn't have option for that No cloud connecting option?","PROBLEM DISCOVERY"
"Crashes, nice interface Looks good but crashes on create folder
Sorry The web reviews give this too much credit.","PROBLEM DISCOVERY"
"Its missing features that should be staple.","FEATURE REQUEST"
"And it crashes often.","PROBLEM DISCOVERY"
"So buggy
خود برنامه خود برنامه قابل انتقال به حافظه خارجی نیست
SMB connection failure This feature is broken.","OTHER"
"It doesn't connect with the correct info even though other es file explorer worked with the exact same settings.","OTHER"
"It also seems to erase the first letter on the username everyone it try to log on.","OTHER"
"Crashes every time when creating folder in sdcard.","PROBLEM DISCOVERY"
"Core function problems I really like how this app is clearly meant to work.","OTHER"
"I love the open source code.","OTHER"
"And the tabs.","OTHER"
"And how it opens really fast and feels lightweight.","OTHER"
"But it wasn't even able to properly cut/paste.","PROBLEM DISCOVERY"
"Most of the time the ""paste"" icon wouldn't even appear after cut.","OTHER"
"When it did appear, the paste would fail more often than not.","PROBLEM DISCOVERY"
"I'm on an S7 Edge.","OTHER"
"I also would have liked to see cloud support for services such as Dropbox and Google drive.","FEATURE REQUEST"
"Looks nice but no Cloud access All file managers should, by now, allow access to Google Drive, Dropbox, OneDrive, etc.","OTHER"
"Oops!","OTHER"
"This app has a hard time and fails to copy/paste/move and rename when it comes to the /system folder.","PROBLEM DISCOVERY"
"Disappointing.","OTHER"
"Bugs Nice file manager but has bugs related to move/copy/paste operations(fails everytime )
Will be great if add with View menu - Details: file size & permission.","FEATURE REQUEST"
"Operation with USB Storage is not working it's look like on read only mode.","PROBLEM DISCOVERY"
"Does weird stuff to the files.","OTHER"
"I had a folder A with several tracks 1-10.","OTHER"
"I","OTHER"
"was moving them from one folder to another.","OTHER"
"It created a folder for each","INFORMATION GIVING"
"track in A, so I have A1, A2, A3.","OTHER"
"Does an okay job as a backup, but FTP support has been getting worse and worse, and I can no longer create folders in filezilla, so it's a lot less useful.","FEATURE REQUEST"
"I hope it would be amazing when installing this, but it is not, except for","OTHER"
"no disturbing ads.","OTHER"
"GUI is space consuming, on 6 inches high res phone it is","OTHER"
"displayed with very few lines, far away from other file explorers, and no","OTHER"
"tabs.","OTHER"
"The ""Hidden Files"" menu, appears only when show hidden is set in","OTHER"
"setting, but then does nothing.","OTHER"
"And no Cloud connection?","OTHER"
"Rate 2 for clean","OTHER"
"GUI.","OTHER"
"Uninstalled.","OTHER"
"Dislike folder load animation with files/folders dropping down.","OTHER"
"Crashes when opening images.","OTHER"
"Not a good sign
old encrypted files not decrypting on new OS
This app has a lot of bugs and it hasn't gotten better over time.","OTHER"
"USB OTG, the Save As intent, etc.","OTHER"
"Not good on Android 7.","OTHER"
"This app is great for just exploring files.","INFORMATION GIVING"
"For moving files from one to another, it got hanged up.","OTHER"
"Not bad and open source, but particularly I prefer FX file manager.","OTHER"
"Sometimes it doesn't manage to copy/paste.","OTHER"
"Throws error at start of app.","OTHER"
"Unable to delete
It was good but now there are several bugs,app crashes,file copy/move loop, folder refresh loop.","PROBLEM DISCOVERY"
"No SMB 3.0 support.","OTHER"
"Appears ok, but by whatever reason corrupts PDF files (20 pages file) when copying from internal storage to microSD card.","OTHER"
"Looking for alternative.","OTHER"
"keeps crashing like everytime i try to do literally anything on my files, it crashed!","PROBLEM DISCOVERY"
"Really nice looking but crappy If this had browsing for network shares it would be better.","FEATURE REQUEST"
"File copying fails a lot for no reason, just stops and no notification.","PROBLEM DISCOVERY"
"Can't see file details like size or anything.","PROBLEM DISCOVERY"
"Useless.","OTHER"
"Uninstalled.","OTHER"
"What happened to this app?","INFORMATION SEEKING"
"What use to be a clear obvious UI has become weird.","INFORMATION SEEKING"
"Where is ""move""?","OTHER"
"SMB Connection failure Otherwise this seems like a nice and working app but the smb connection is a joke.","OTHER"
"Everytime I try to login Amaze for some reason deletes the first letter from my username.","OTHER"
"Other features may work but I couldn't be bothered to try them since I need a functioning smb connection.","FEATURE REQUEST"
"The FTP connect does work fine though, probably due to there not being a username or password.","OTHER"
"Needs more attention Should improve some key areas of UI and UX.","OTHER"
"It's pretty, but it crashes doing the most basic things.","PROBLEM DISCOVERY"
"Opening a simple rar archive shouldn't cause any file manager to crash every time.","PROBLEM DISCOVERY"
"Reliably crashes when switching from another app
Pretty UI.","PROBLEM DISCOVERY"
"Does what I want but doesn't I can't copy or cut and paste a file to my external SD card.","PROBLEM DISCOVERY"
"App stops.","OTHER"
"Hope next update fixes this.","OTHER"
"The new update seems to have broken SMB as I am no longer able to connect to my server.","OTHER"
"It complains about having issues with logging on.","OTHER"
"I have deleted the app data and tried to re connect but it is still broken.","OTHER"
"Plz change the file name !!","OTHER"
"Everything thing is good .","OTHER"
"!!","OTHER"
"Except file name plz change the name  Amaze to File manager .","OTHER"
"It's irritating !!","OTHER"
"Actually I have to give 5 star because of name nly I given two star .","OTHER"
"!!","OTHER"
"Accessing a shared directory via SMB, no matter which selected, show's the Android file system instead of the directory on the desktop.","OTHER"
"Can't recommend it given that it's the only feature I need and the Android file explorer does a better job for internal storage.","PROBLEM DISCOVERY"
"It crashes every time I open a file from inside a folder, be it a picture, a document, etc
Important options have been removed!","PROBLEM DISCOVERY"
"1.","OTHER"
"The move option has disappeared, can no longer move folders around.","OTHER"
"2.","OTHER"
"When using the cut and paste option instead.","OTHER"
"It keeps showing as unsuccessful?","OTHER"
"3.","OTHER"
"Shows my sdcard again which is good!","OTHER"
"4.","OTHER"
"Actually going to uninstall this until fixed.","OTHER"
"Crashes when trying move files from local storage to SD card
App force closes when I use the ""open with "" option , please fix !","PROBLEM DISCOVERY"
"It is a great app but im giving 2 stars to let the developers know that the app crashes when u open the folder in which some thing is downloading for eg.","PROBLEM DISCOVERY"
"the app crashes when u open downloads folder when im downloading through chrome, similarly app crashes when u open uc downloads when uc browser is downloading,.","PROBLEM DISCOVERY"
"fix this is is definitely 5 🌟 app
Waste your time!","PROBLEM DISCOVERY"
"A file manager that can't carry out basic file management properly.","PROBLEM DISCOVERY"
"I have lost precious 1.6 GB of data because this manager couldn't properly move the file and made it corrupted.","PROBLEM DISCOVERY"
"Please stay away from this manager.","OTHER"
"Possibly the worst manager in terms of file handing.","OTHER"
"useless app obfuscates standard folders.","OTHER"
"cannot return to search results.","PROBLEM DISCOVERY"
"only finds sd card.","OTHER"
"overwrites standard file browser without permission.","OTHER"
"test example: install then try and set ringtones from phones set of ringtones.","OTHER"
"how this gets more than 1 star by anyone is a mystery.","INFORMATION SEEKING"
"Bad UI Animations are annoying and can not be disabled.","PROBLEM DISCOVERY"
"Crashing when adding a folder I mean, it is basic operation.","FEATURE REQUEST"
"It must work.","OTHER"
"Useless.","OTHER"
"Not up to the mark.getting stuck every time and crashes frequently.","PROBLEM DISCOVERY"
"Even copy paste or cut paste not working.i lost some files during cut and paste.","PROBLEM DISCOVERY"
"CAN'T MOVE FILES AND PICTURES AND MUSIC!","PROBLEM DISCOVERY"
"Pictures, musics cannot be moved from internal storage to sd card.","PROBLEM DISCOVERY"
"Please fix.","PROBLEM DISCOVERY"
"Failed to move files onto sd card then stopped working, rubbish,  don't bother
got itself stuck in a loop exploring \dev.","PROBLEM DISCOVERY"
"app crashes, restarts trying to browse same folder and loops.","OTHER"
"Craches Crashes all the time.","PROBLEM DISCOVERY"
"Loved the clean UI, worked perfect until maybe a month ago.","OTHER"
"Now it instantly crashes on start.","PROBLEM DISCOVERY"
"Tried reinstalling to wipe settings, but no go.","OTHER"
"Stock Nexus 6P
Migliorare la grafica e la velocità e anche l'interfaccia non è ben comprensibile.","OTHER"
"Va spesso in crash!","OTHER"
"L'app è peggiorata quando si seleziona molti elementi da eliminare, si blocca e si chiude da sola!!!","OTHER"
"Crash on start on my Pixel 2 XL
Crash On Nexus 5 with 6.0.1 when I try to open as card folder the app crash.","OTHER"
"Crashed
INTRUSIVE UNNECESSARY PERMISSION Permission: Identity; NONE OF YOUR BUSINESS FOR ANY REASON AT ANY PRICE.","PROBLEM DISCOVERY"
"INSTANT UNINSTALL
Intrusive Why exactly are you wanting my Wifi connection information?","INFORMATION SEEKING"
"Sorry but this is useless.","OTHER"
"I cannot list all its faults; here's just a few: You cannot have favourite folders, so you will always have scroll to find what you want.","PROBLEM DISCOVERY"
"There are the usual virtual folders (music, pictures, videos) but they don't find anything on an an SD card (so called ""external storage"").","PROBLEM DISCOVERY"
"For some strange reason if you click the music or video folders you get a menu asking if you want to ""Open as"" tesxt, audio, video or database!","OTHER"
"What the hell is that about!","OTHER"
"I could go on, but you get the idea - look elsewhere.","OTHER"
"Corrupted my SD card.","OTHER"
"App's design is very poor.","OTHER"
"Network descovery via SMB didn't work at all, you have to set up manually.","PROBLEM DISCOVERY"
"I didn't figure out how to easily switch between local files (internal and SD card) and SMB files
needs some overlay permission and doesn't work even if you try to enable it.","FEATURE REQUEST"
"refuses to start
The application keeps crashing whenever I try to decrypt something from a SD card.","PROBLEM DISCOVERY"
